Position,Track Name,Artist,Streams,URL,Week Start Date,Week End Date,Acousticness,Album,Danceability,Duration (ms),Energy,Explicit,Image,Instrumentalness,Key,Liveness,Loudness,Mode,Popularity,Speechiness,Tempo,Time Signature,Valence
198,Chantaje (feat. Maluma),Shakira,1221128,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg,2017-04-07,2017-04-14,0.187,El Dorado,0.852,195840,0.773,False,https://i.scdn.co/image/4ade479eb789eb56ef299fa23ee0e09c57b0e57c,3.05e-05,8,0.159,-2.921,0,77,0.0776,102.034,4,0.907
199,Star Of The Show,Thomas Rhett,1212888,https://open.spotify.com/track/63OQWdXMq0Pe6pRpWY5gO0,2017-04-07,2017-04-14,0.14,Tangled Up (Deluxe),0.691,181200,0.624,False,https://i.scdn.co/image/f37a07086ba151910c23df31a1283a8135dd79ab,0.0,7,0.168,-5.874,1,63,0.027,101.988,4,0.662
200,Cold Water (feat. Justin Bieber & MØ),Major Lazer,1209821,https://open.spotify.com/track/6DNtNfH8hXkqOX1sjqmI7p,2017-04-07,2017-04-14,0.0736,Cold Water (feat. Justin Bieber & MØ),0.608,185352,0.798,False,https://i.scdn.co/image/16d7eeee661a8cb548f9aca4ed683669ced0a5e8,0.0,6,0.156,-5.092,0,52,0.0432,92.943,4,0.501
1,HUMBLE.,Kendrick Lamar,24035443,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS,2017-04-14,2017-04-21,0.000282,DAMN.,0.908,177000,0.621,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,5.39e-05,1,0.0958,-6.638,0,85,0.102,150.011,4,0.421
2,DNA.,Kendrick Lamar,20066644,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj,2017-04-14,2017-04-21,0.00454,DAMN.,0.638,185947,0.523,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,1,0.0842,-6.664,1,81,0.357,139.913,4,0.422
3,ELEMENT.,Kendrick Lamar,14166478,https://open.spotify.com/track/1EaKU4dMbesXXd3BrLCtYG,2017-04-14,2017-04-21,0.204,DAMN.,0.748,208733,0.705,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,4,0.246,-4.547,0,72,0.485,189.891,4,0.483
4,LOYALTY. FEAT. RIHANNA.,Kendrick Lamar,13393440,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n,2017-04-14,2017-04-21,0.0265,DAMN.,0.658,227360,0.535,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,9,0.2,-8.983,0,75,0.0573,110.684,4,0.419
5,LOVE. FEAT. ZACARI.,Kendrick Lamar,11949608,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,2017-04-14,2017-04-21,0.264,DAMN.,0.8,213400,0.585,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,10,0.153,-7.343,1,80,0.0924,126.058,4,0.779
6,Mask Off,Future,11196745,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8,2017-04-14,2017-04-21,0.0102,FUTURE,0.833,204600,0.434,True,https://i.scdn.co/image/6b311ec6e3d6999a14e7d1ea8841d00226c292c6,0.0219,2,0.165,-8.795,1,20,0.431,150.062,4,0.281
7,YAH.,Kendrick Lamar,11188920,https://open.spotify.com/track/4BHSjbYylfOH5WAGusDyni,2017-04-14,2017-04-21,0.576,DAMN.,0.67,160293,0.7,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,5.34e-06,1,0.226,-7.893,1,65,0.196,69.986,4,0.648
8,XXX. FEAT. U2.,Kendrick Lamar,10769732,https://open.spotify.com/track/4iYRa2btalAzPZoSYfROqF,2017-04-14,2017-04-21,0.138,DAMN.,0.568,254200,0.619,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,1.67e-06,1,0.11,-6.899,1,68,0.414,170.115,4,0.293
9,FEEL.,Kendrick Lamar,10324685,https://open.spotify.com/track/2LTlO3NuNVN70lp2ZbVswF,2017-04-14,2017-04-21,0.137,DAMN.,0.746,214827,0.798,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,0,0.139,-8.382,1,65,0.349,109.968,4,0.553
10,PRIDE.,Kendrick Lamar,9974024,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg,2017-04-14,2017-04-21,0.0786,DAMN.,0.665,275253,0.535,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,1.68e-05,4,0.154,-7.056,0,66,0.0572,138.842,4,0.37
11,XO TOUR Llif3,Lil Uzi Vert,9758586,https://open.spotify.com/track/2eMwDehkIC1j68U6FA3Eiq,2017-04-14,2017-04-21,0.00264,XO TOUR Llif3,0.732,182707,0.75,True,https://i.scdn.co/image/0a81b392d7fb635189c44efae5a9409a03ca4e48,0.0,11,0.109,-6.366,0,18,0.231,155.096,4,0.401
12,LUST.,Kendrick Lamar,9285163,https://open.spotify.com/track/06FCvd7rrRcF3DdvWH5Isp,2017-04-14,2017-04-21,0.193,DAMN.,0.678,307880,0.562,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,3,0.104,-9.197,0,65,0.508,94.241,4,0.566
13,BLOOD.,Kendrick Lamar,8389732,https://open.spotify.com/track/1n4jwRVXdkK2U34nBDUKKT,2017-04-14,2017-04-21,0.142,DAMN.,0.357,118067,0.238,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0859,8,0.55,-16.78,0,62,0.265,156.907,4,0.494
14,Passionfruit,Drake,8077607,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd,2017-04-14,2017-04-21,0.256,More Life,0.809,298941,0.463,True,https://i.scdn.co/image/8f5f72b3aadb8829d740137fd4a217853cdf82b7,0.085,11,0.109,-11.377,1,24,0.0396,111.98,4,0.364
15,FEAR.,Kendrick Lamar,7973765,https://open.spotify.com/track/23luOrEVHMfoX0AhfbQuS6,2017-04-14,2017-04-21,0.604,DAMN.,0.588,460573,0.479,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,7.2e-06,1,0.527,-7.039,1,65,0.281,150.414,4,0.434
16,iSpy (feat. Lil Yachty),KYLE,7918998,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL,2017-04-14,2017-04-21,0.378,iSpy (feat. Lil Yachty),0.746,253107,0.653,True,https://i.scdn.co/image/f16a925a9d2ac7f03e1fcbc226b740af06d5d65b,0.0,7,0.229,-6.745,1,76,0.289,75.016,4,0.672
17,Shape of You,Ed Sheeran,7744273,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2017-04-14,2017-04-21,0.581,÷ (Deluxe),0.825,233713,0.652,False,https://i.scdn.co/image/89aa98e9adeea8a55845e615f76a9e2eac120b39,0.0,1,0.0931,-3.183,0,86,0.0802,95.977,4,0.931
18,That's What I Like,Bruno Mars,7705976,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU,2017-04-14,2017-04-21,0.013,24K Magic,0.853,206693,0.56,False,https://i.scdn.co/image/63ddbd647a5a4e672da6b6eb29cfc38c985bffca,0.0,1,0.0944,-4.961,1,83,0.0406,134.066,4,0.86
19,GOD.,Kendrick Lamar,7402754,https://open.spotify.com/track/5p3NP9mQblDsVJLdfNZJ3I,2017-04-14,2017-04-21,0.0347,DAMN.,0.706,248827,0.557,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,0,0.276,-5.8,1,64,0.0813,132.98,4,0.205
20,DUCKWORTH.,Kendrick Lamar,7203201,https://open.spotify.com/track/0y9uTzK9cNKSAEHnpeRG8C,2017-04-14,2017-04-21,0.0536,DAMN.,0.552,248613,0.731,True,https://i.scdn.co/image/72a11ced4752d3e6b9106839b650afc696c63d5a,0.0,7,0.258,-6.873,1,65,0.615,174.516,4,0.632
21,Congratulations,Post Malone,6418155,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,2017-04-14,2017-04-21,0.215,Stoney (Deluxe),0.63,220293,0.804,True,https://i.scdn.co/image/642a2144f2355ff17a0e0b9bb60e5013bafb59d9,0.0,6,0.253,-4.183,1,86,0.0363,123.146,4,0.492
22,Portland,Drake,6344246,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h,2017-04-14,2017-04-21,0.0143,More Life,0.924,236615,0.444,True,https://i.scdn.co/image/3acc34a1f6b494f2a00ff916c54d6bc63fb7b0dc,0.0,1,0.26,-8.227,1,75,0.243,136.088,4,0.314
23,Something Just Like This,The Chainsmokers,6334732,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,2017-04-14,2017-04-21,0.0498,Memories...Do Not Open,0.617,247160,0.635,False,https://i.scdn.co/image/ec1d389f4b448463b81513c0c5d5e1f6c34faa63,1.44e-05,11,0.164,-6.769,0,82,0.0317,103.019,4,0.446
24,Location,Khalid,6304223,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,2017-04-14,2017-04-21,0.33,American Teen,0.736,219080,0.449,False,https://i.scdn.co/image/3f2cc8df9f891830695c00446ce86bd892e60886,0.000162,1,0.0898,-11.462,0,83,0.425,80.126,4,0.326
25,Stay (with Alessia Cara),Zedd,6267985,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g,2017-04-14,2017-04-21,0.232,Stay,0.679,210091,0.634,False,https://i.scdn.co/image/538269f080c79f99ca3ccc0c6a92e998f2158eec,0.0,5,0.115,-5.024,0,27,0.0654,102.013,4,0.498
26,Tunnel Vision,Kodak Black,6097185,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4,2017-04-14,2017-04-21,0.0576,Painting Pictures,0.497,268187,0.489,True,https://i.scdn.co/image/482b2cb28d0f20ad28357429045a5ff5bb6ed42c,9.91e-05,11,0.122,-7.724,0,76,0.294,171.853,4,0.231
27,It Ain't Me (with Selena Gomez),Kygo,5597197,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe,2017-04-14,2017-04-21,0.119,It Ain't Me (with Selena Gomez),0.64,220781,0.533,False,https://i.scdn.co/image/e4ff86d36eb8a8842f7fce8295c64cc60fa21c18,0.0,0,0.0864,-6.596,1,79,0.0706,99.968,4,0.515
28,Slide (feat. Frank Ocean & Migos),Calvin Harris,5077730,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl,2017-04-14,2017-04-21,0.498,Funk Wav Bounces Vol.1,0.736,230813,0.795,True,https://i.scdn.co/image/c3bca5f6e386f6c524800eb269c8483ce69909bd,1.21e-06,1,0.254,-3.299,0,69,0.0545,104.066,4,0.511
29,Issues,Julia Michaels,5070415,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt,2017-04-14,2017-04-21,0.368,Issues,0.683,176347,0.427,False,https://i.scdn.co/image/757c1c939f00e0dc7d16e40aad0298a3b8bd3213,0.0,8,0.0604,-6.827,1,25,0.0777,113.634,4,0.426
30,Bounce Back,Big Sean,4740438,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF,2017-04-14,2017-04-21,0.105,I Decided.,0.77,222360,0.567,True,https://i.scdn.co/image/d2fdf6b4ea3ea023509ec858ceafdbbf20c67611,0.0,2,0.125,-5.698,1,78,0.175,81.477,4,0.26
31,Paris,The Chainsmokers,4734603,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG,2017-04-14,2017-04-21,0.0215,Memories...Do Not Open,0.653,221507,0.658,False,https://i.scdn.co/image/ec1d389f4b448463b81513c0c5d5e1f6c34faa63,1.66e-06,2,0.0939,-6.428,1,71,0.0304,99.99,4,0.219
32,Body Like A Back Road,Sam Hunt,4728817,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO,2017-04-14,2017-04-21,0.463,Body Like A Back Road,0.731,165387,0.469,False,https://i.scdn.co/image/b12ffd9b8cb9abf936c1ef1c3c54e33df4f6dd71,1.04e-06,5,0.103,-7.226,1,79,0.0326,98.963,4,0.631
33,Sign of the Times,Harry Styles,4437111,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN,2017-04-14,2017-04-21,0.0275,Harry Styles,0.516,340707,0.595,False,https://i.scdn.co/image/2faf14c121b01bde63b55fdc9fbb3ddeec2ad48d,0.0,5,0.109,-4.63,1,78,0.0313,119.972,4,0.222
34,T-Shirt,Migos,4337843,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7,2017-04-14,2017-04-21,0.242,Culture,0.865,242407,0.687,True,https://i.scdn.co/image/4047ff295bb33fc7b24cac467764e014b4803e11,0.0,10,0.158,-3.744,0,74,0.217,139.023,4,0.486
35,Bad and Boujee (feat. Lil Uzi Vert),Migos,4332140,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR,2017-04-14,2017-04-21,0.061,Culture,0.927,343150,0.665,True,https://i.scdn.co/image/4047ff295bb33fc7b24cac467764e014b4803e11,0.0,11,0.123,-5.313,1,78,0.244,127.076,4,0.175
36,Look At Me!,XXXTENTACION,4212908,https://open.spotify.com/track/4ARPvK8DHLwt4oX65ZAFMw,2017-04-14,2017-04-21,0.259,Revenge,0.763,126346,0.726,True,https://i.scdn.co/image/ce0d627fb1b333c25b956e876c3b7eb158872413,0.0,1,0.0976,-6.405,1,4,0.282,139.059,4,0.349
37,goosebumps,Travis Scott,4144210,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,2017-04-14,2017-04-21,0.0847,Birds In The Trap Sing McKnight,0.841,243837,0.728,True,https://i.scdn.co/image/ea447323073c2208e8cf64b0fc3250cc37c71c6c,0.0,7,0.149,-3.37,1,85,0.0484,130.049,4,0.43
38,Fake Love,Drake,3977068,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd,2017-04-14,2017-04-21,0.108,More Life,0.927,210937,0.488,True,https://i.scdn.co/image/3acc34a1f6b494f2a00ff916c54d6bc63fb7b0dc,0.0,9,0.196,-9.433,0,76,0.42,133.987,4,0.605
39,Gyalchester,Drake,3948664,https://open.spotify.com/track/6UjfByV1lDLW0SOVQA4NAi,2017-04-14,2017-04-21,0.0343,More Life,0.872,189230,0.389,True,https://i.scdn.co/image/3acc34a1f6b494f2a00ff916c54d6bc63fb7b0dc,0.000679,1,0.0941,-8.343,1,71,0.0634,131.012,4,0.156
40,Selfish,Future,3898655,https://open.spotify.com/track/2Ce5IyMlVRVvN997ZJjJJA,2017-04-14,2017-04-21,0.0303,HNDRXX,0.415,251423,0.369,True,https://i.scdn.co/image/fa286e53b15b2bf3f0ef5268bce90d7a44590f08,7.64e-06,8,0.383,-10.044,1,13,0.0741,95.746,4,0.0913
41,Swang,Rae Sremmurd,3782557,https://open.spotify.com/track/6mapJIPnQ23RTAevUoE0DL,2017-04-14,2017-04-21,0.2,SremmLife 2 (Deluxe),0.681,208120,0.314,True,https://i.scdn.co/image/12c1c42e0e98e23efe7cb529791d7c4921727640,9.82e-06,8,0.1,-9.319,1,76,0.0581,139.992,4,0.166
42,The One,The Chainsmokers,3658048,https://open.spotify.com/track/0wfbD5rAksdXUzRvMfM3x5,2017-04-14,2017-04-21,0.238,Memories...Do Not Open,0.76,177573,0.303,True,https://i.scdn.co/image/ec1d389f4b448463b81513c0c5d5e1f6c34faa63,8.09e-06,2,0.294,-11.362,1,65,0.0284,99.991,4,0.15
43,Now Or Never,Halsey,3630826,https://open.spotify.com/track/0Nhu3zSYbEz32IYiobV75e,2017-04-14,2017-04-21,0.1,hopeless fountain kingdom (Deluxe),0.663,214802,0.575,False,https://i.scdn.co/image/c9cac4d538e236acafa8d7c3771132fc3afc7481,3.16e-06,6,0.133,-4.907,0,14,0.0458,110.04,4,0.458
44,Despacito - Remix,Luis Fonsi,3562551,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb,2017-04-14,2017-04-21,0.229,Despacito Feat. Justin Bieber (Remix),0.694,228827,0.815,False,https://i.scdn.co/image/b923e1b7bb8130e96a0a50d5935c9d35af2b5a9d,0.0,2,0.0924,-4.328,1,32,0.12,88.931,4,0.813
45,Swalla (feat. Nicki Minaj & Ty Dolla $ign),Jason Derulo,3556651,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF,2017-04-14,2017-04-21,0.075,Swalla (feat. Nicki Minaj & Ty Dolla $ign),0.696,216409,0.817,True,https://i.scdn.co/image/8662260c958cbc63a0f0c671cc95de5bf14f59f2,0.0,1,0.187,-3.862,1,79,0.109,98.064,4,0.782
46,Believer,Imagine Dragons,3485720,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6,2017-04-14,2017-04-21,0.0524,Evolve,0.779,204347,0.787,False,https://i.scdn.co/image/37ffb5905818e873b3b7905274669b8a5d277810,0.0,10,0.14,-4.305,0,26,0.108,124.982,4,0.708
47,Redbone,Childish Gambino,3410411,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y,2017-04-14,2017-04-21,0.172,"""Awaken, My Love!""",0.745,326933,0.356,True,https://i.scdn.co/image/7fc3038cd640421f0b9f943a3854075227dc9b35,0.00943,1,0.123,-10.425,1,81,0.0941,160.033,4,0.607
48,Rolex,Ayo & Teo,3188617,https://open.spotify.com/track/0pSBuHjILhNEo55xK1zrRt,2017-04-14,2017-04-21,0.0837,Rolex,0.804,238587,0.886,False,https://i.scdn.co/image/5d631b55f7fd39f8208fcd44dc5b190c00d6e2ba,0.0,1,0.266,-2.512,1,75,0.04,144.946,4,0.789
49,Closer,The Chainsmokers,3131810,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw,2017-04-14,2017-04-21,0.414,Closer,0.748,244960,0.524,False,https://i.scdn.co/image/2e244b9284d317b2019bb9fd44d9a086210d4974,0.0,8,0.111,-5.599,1,85,0.0338,95.01,4,0.661
50,Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,3125373,https://open.spotify.com/track/6Q2FftbUG530lCtBI74bMH,2017-04-14,2017-04-21,0.501,Drowning (feat. Kodak Black),0.839,209269,0.81,True,https://i.scdn.co/image/4990376f5855947f3b142a95839106fc4fa348a7,0.0,5,0.117,-5.274,0,6,0.0568,129.014,4,0.814
51,Galway Girl,Ed Sheeran,3006014,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve,2017-04-14,2017-04-21,0.0735,÷ (Deluxe),0.624,170827,0.876,False,https://i.scdn.co/image/89aa98e9adeea8a55845e615f76a9e2eac120b39,0.0,9,0.327,-3.374,1,81,0.1,99.943,4,0.781
52,Starboy,The Weeknd,2964756,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z,2017-04-14,2017-04-21,0.165,Starboy,0.681,230453,0.594,True,https://i.scdn.co/image/4816c45ce6ef1e45df6a84784d2123595f787182,3.49e-06,7,0.134,-7.028,1,25,0.282,186.054,4,0.535
53,Blem,Drake,2960473,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt,2017-04-14,2017-04-21,0.0521,More Life,0.724,216558,0.548,False,https://i.scdn.co/image/3acc34a1f6b494f2a00ff916c54d6bc63fb7b0dc,7.4e-06,7,0.104,-8.062,0,67,0.0497,98.017,4,0.392
54,Symphony (feat. Zara Larsson),Clean Bandit,2954628,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8,2017-04-14,2017-04-21,0.259,Symphony (feat. Zara Larsson),0.707,212459,0.629,False,https://i.scdn.co/image/41767bbbbd53b1b4bf72d973c18230288ff9fc0c,1.6e-05,0,0.138,-4.581,0,81,0.0563,122.863,4,0.457
55,Say You Won't Let Go,James Arthur,2950941,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh,2017-04-14,2017-04-21,0.695,Back from the Edge,0.358,211467,0.557,False,https://i.scdn.co/image/c8637be962e25fe28fc53d9f6d6896b60589aeff,0.0,10,0.0902,-7.398,1,83,0.059,85.043,4,0.494
56,Cold,Maroon 5,2937483,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k,2017-04-14,2017-04-21,0.139,Cold,0.703,234308,0.715,True,https://i.scdn.co/image/b60ba264d7ade6580f94e74356d4103aece20d97,0.0,9,0.0456,-6.285,0,15,0.114,99.924,4,0.497
57,Unforgettable,French Montana,2870586,https://open.spotify.com/track/1F2HXIJrE2Xn81OzT2zZvW,2017-04-14,2017-04-21,0.0293,Unforgettable,0.726,233833,0.769,True,https://i.scdn.co/image/53ce57550e65f0133f00082d18abdfaddc808ace,0.0101,6,0.104,-5.043,1,20,0.123,97.985,4,0.733
58,Black SpiderMan,Logic,2861586,https://open.spotify.com/track/7BKUWh5sdtdS17crohRe4L,2017-04-14,2017-04-21,0.111,Everybody,0.622,331267,0.867,True,https://i.scdn.co/image/3df14cbaac20470a0b8523420eeae52e6849960f,0.000104,1,0.346,-5.298,1,66,0.0893,140.011,4,0.339
59,I Feel It Coming,The Weeknd,2852707,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt,2017-04-14,2017-04-21,0.426,Starboy,0.773,269187,0.819,False,https://i.scdn.co/image/95820482c78fe1d7513d0adbca758764a0fb75b4,0.0,0,0.0679,-5.946,0,70,0.118,92.99,4,0.585
60,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2814205,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0,2017-04-14,2017-04-21,0.0631,I Don’t Wanna Live Forever (Fifty Shades Darker),0.735,245200,0.451,False,https://i.scdn.co/image/c41dad509e3c255ad494b1b327ae977d7e84a1ed,1.3e-05,0,0.325,-8.374,1,29,0.0585,117.973,4,0.0862
61,Moves,Big Sean,2717781,https://open.spotify.com/track/0Fv5N0cHBsl4bzCbollCAS,2017-04-14,2017-04-21,0.0541,I Decided.,0.789,142907,0.53,True,https://i.scdn.co/image/d2fdf6b4ea3ea023509ec858ceafdbbf20c67611,0.0,2,0.164,-6.2,1,70,0.293,75.515,4,0.367
62,Good Life (with G-Eazy & Kehlani),G-Eazy,2689231,https://open.spotify.com/track/1Eck97uRMlprKOOJN9oO1E,2017-04-14,2017-04-21,0.00464,Good Life (with G-Eazy & Kehlani),0.565,225526,0.771,False,https://i.scdn.co/image/9e01aaf171b64785c693335e1ce19dcf1d7823c7,0.0,1,0.0568,-5.22,1,64,0.213,168.385,4,0.573
63,Scared to Be Lonely,Martin Garrix,2687463,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH,2017-04-14,2017-04-21,0.0895,Scared to Be Lonely,0.584,220883,0.54,False,https://i.scdn.co/image/451523c5ae343c50da644ca6c64f551bfff880f6,0.0,1,0.261,-7.786,0,80,0.0576,137.972,4,0.195
64,Call On Me - Ryan Riback Extended Remix,Starley,2598232,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde,2017-04-14,2017-04-21,0.0604,Call On Me (Remixes),0.67,222041,0.838,False,https://i.scdn.co/image/8fff10f35594de8011c36c8f2e0c2fb20169c024,0.000611,0,0.159,-4.031,1,57,0.0362,104.998,4,0.717
65,do re mi,blackbear,2573064,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY,2017-04-14,2017-04-21,0.00419,digital druglord,0.742,212027,0.599,True,https://i.scdn.co/image/8eea0dd856fda2d20d00ada8d038003621b108ad,1.02e-05,8,0.126,-6.256,1,79,0.0465,110.977,3,0.154
66,Free Smoke,Drake,2500355,https://open.spotify.com/track/05KOgYg8PGeJyyWBPi5ja8,2017-04-14,2017-04-21,0.0621,More Life,0.617,218674,0.492,True,https://i.scdn.co/image/3acc34a1f6b494f2a00ff916c54d6bc63fb7b0dc,0.0,10,0.484,-7.588,0,66,0.448,141.953,4,0.208
67,Green Light,Lorde,2484431,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5,2017-04-14,2017-04-21,0.0162,Melodrama,0.616,234653,0.714,False,https://i.scdn.co/image/52525e115dab1d038df73060311e462f74574f66,1.23e-05,9,0.0817,-7.792,1,20,0.0982,128.924,4,0.24
68,Despacito (Featuring Daddy Yankee),Luis Fonsi,2464701,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2,2017-04-14,2017-04-21,0.209,Despacito (Featuring Daddy Yankee),0.66,228200,0.786,False,https://i.scdn.co/image/a3741071065c921c61c2d450b37e60da1bd06651,0.0,2,0.112,-4.757,1,30,0.17,177.833,4,0.846
69,Broccoli (feat. Lil Yachty),DRAM,2457926,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol,2017-04-14,2017-04-21,0.236,Big Baby DRAM,0.886,225205,0.525,True,https://i.scdn.co/image/fef5f97d2ba8286606de081d6c9608301a30b072,0.0,8,0.057,-7.39,1,71,0.131,145.99,4,0.708
70,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,2446728,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR,2017-04-14,2017-04-21,0.15,Pretty Girl (Cheat Codes X CADE Remix),0.703,193613,0.868,True,https://i.scdn.co/image/d0161dbe25180712a1cd8623155ea258a498032f,0.132,7,0.104,-4.661,0,76,0.0291,121.03,4,0.733
71,Everybody,Logic,2411270,https://open.spotify.com/track/7cGFbx7MP0H23iHZTZpqMM,2017-04-14,2017-04-21,0.158,Everybody,0.885,162347,0.94,True,https://i.scdn.co/image/3df14cbaac20470a0b8523420eeae52e6849960f,0.0,1,0.0675,-5.908,1,72,0.0909,110.005,4,0.77
72,No Problem (feat. Lil Wayne & 2 Chainz),Chance the Rapper,2364390,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH,2017-04-14,2017-04-21,0.156,Coloring Book,0.652,304607,0.795,True,https://i.scdn.co/image/4df3b334d17428ba101ac867e6f97a0196af1635,0.0,11,0.123,-5.192,0,74,0.174,135.018,4,0.788
73,Peek A Boo,Lil Yachty,2363851,https://open.spotify.com/track/5hx4FpDZOnDVYlyoG3rMks,2017-04-14,2017-04-21,0.0612,Teenage Emotions,0.957,246325,0.588,True,https://i.scdn.co/image/60b3d940c875719ef01c9f8a036162530b8e1e4d,0.0,1,0.0962,-6.984,1,55,0.295,127.055,4,0.298
74,Teenage Fever,Drake,2352768,https://open.spotify.com/track/6n3HGiq4v35D6eFOSwqYuo,2017-04-14,2017-04-21,0.11,More Life,0.768,219692,0.282,True,https://i.scdn.co/image/3acc34a1f6b494f2a00ff916c54d6bc63fb7b0dc,0.0208,8,0.113,-10.348,0,73,0.0863,97.043,4,0.175
75,Caroline,Aminé,2337177,https://open.spotify.com/track/5GFDrUTLGJix84sNhjCG0g,2017-04-14,2017-04-21,0.303,Caroline,0.945,209747,0.394,True,https://i.scdn.co/image/cfcc71b4f13aebccd08e2caf31d8a1245ea1c557,0.0,10,0.131,-8.571,1,8,0.492,120.058,4,0.743
76,Weak,AJR,2311974,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv,2017-04-14,2017-04-21,0.137,The Click,0.673,201160,0.637,False,https://i.scdn.co/image/501b3beda8145b37abd91eb9adf112803517c582,0.0,5,0.184,-4.518,1,54,0.0429,123.98,4,0.678
77,All Night (feat. Knox Fortune),Chance the Rapper,2295479,https://open.spotify.com/track/60xaS8mYBKUW4VQQ666N0T,2017-04-14,2017-04-21,0.0358,Coloring Book,0.704,141542,0.777,True,https://i.scdn.co/image/4df3b334d17428ba101ac867e6f97a0196af1635,0.0,2,0.151,-5.729,1,70,0.195,111.921,4,0.392
78,X (feat. Future),21 Savage,2198948,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO,2017-04-14,2017-04-21,0.373,Savage Mode,0.835,258880,0.413,True,https://i.scdn.co/image/dda15fbed5486d5e7399ae46a6963ab94bc9d3f0,0.00133,1,0.101,-9.81,1,75,0.396,149.004,4,0.111
