,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
55,"Over Now","Post Malone",445130,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
56,"92 Explorer","Post Malone",444168,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
57,"Stir Fry",Migos,431936,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
58,"FAKE LOVE",BTS,429314,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
59,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",424044,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
60,FRIENDS,Marshmello,420721,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
61,"Zack And Codeine","Post Malone",418536,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
62,Heaven,"Kane Brown",399003,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
63,Moonlight,XXXTENTACION,397284,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
64,"Champion (feat. Travis Scott)",NAV,396689,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
65,"Red Roses (feat. Landon Cube)","Lil Skies",390807,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
66,Congratulations,"Post Malone",389268,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
67,"Takin' Shots","Post Malone",388112,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
68,HUMBLE.,"Kendrick Lamar",387465,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
69,"Same Bitches (feat. G-Eazy & YG)","Post Malone",386231,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
70,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,376169,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
71,"What Would Meek Do?","Pusha T",373013,https://open.spotify.com/track/5vnuJ8EopkP5dHukpOmT3L
72,Somebody,"The Chainsmokers",369181,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
73,Esskeetit,"Lil Pump",364416,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
74,1942,G-Eazy,355576,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
75,Chun-Li,"Nicki Minaj",355026,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
76,"Young Dumb & Broke",Khalid,352036,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
77,"Solo (feat. Demi Lovato)","Clean Bandit",350313,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
78,"Jocelyn Flores",XXXTENTACION,345531,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
79,"Nowadays (feat. Landon Cube)","Lil Skies",344862,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
80,goosebumps,"Travis Scott",342735,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
81,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,337873,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
82,Tequila,"Dan + Shay",337781,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
83,Havana,"Camila Cabello",333353,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
84,Location,Khalid,332512,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
85,X,"Nicky Jam",331205,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
86,"Lean Wit Me","Juice WRLD",330479,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
87,Otherside,"Post Malone",329289,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
88,"Bank Account","21 Savage",327314,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
89,Lust,"Lil Skies",325263,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
90,"Jackie Chan",Tiësto,324376,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
91,"Kevin’s Heart","J. Cole",320976,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
92,"Plain Jane","A$AP Ferg",319649,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
93,"Bounce Out With That","YBN Nahmir",315020,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
94,"Boo'd Up","Ella Mai",314219,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
95,"The Games We Play","Pusha T",313762,https://open.spotify.com/track/7iEoaTyBCqLaAwJnOP1BTn
96,Infrared,"Pusha T",311657,https://open.spotify.com/track/6cpsixIHI63L0hwh3CwZg3
97,"LOVE. FEAT. ZACARI.","Kendrick Lamar",308877,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
98,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",306027,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
99,Everyday,Logic,305636,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
100,Betrayed,"Lil Xan",302608,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
101,"Blame It On Me","Post Malone",302308,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
102,"A$AP Forever REMIX","A$AP Rocky",298745,https://open.spotify.com/track/3oHkMCVJyOcjg5FhfLc2Rq
103,"Pray For Me (with Kendrick Lamar)","The Weeknd",297907,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
104,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,297541,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
105,"Bartier Cardi (feat. 21 Savage)","Cardi B",296658,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
106,2002,Anne-Marie,294856,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
107,"Never Be the Same","Camila Cabello",294108,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
108,"Outside Today","YoungBoy Never Broke Again",293841,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
109,"BUTTERFLY EFFECT","Travis Scott",293634,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
110,"Done for Me (feat. Kehlani)","Charlie Puth",291728,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
111,"Bodak Yellow","Cardi B",291131,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
112,IDGAF,"Dua Lipa",290257,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
113,"Sugar Wraith","Post Malone",289686,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
114,"Wanted You (feat. Lil Uzi Vert)",NAV,288153,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25
115,"No Limit",G-Eazy,286386,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
116,1-800-273-8255,Logic,285316,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
117,"You Make It Easy","Jason Aldean",282166,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
118,"Come Back Baby","Pusha T",282149,https://open.spotify.com/track/2BuBXn15gj4MNYZydyWgrk
119,Motiv8,"J. Cole",281952,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
120,"Lost In Japan","Shawn Mendes",281947,https://open.spotify.com/track/6WBTeFDEfAJbaSUUc1V1xQ
121,"Hard Piano","Pusha T",281135,https://open.spotify.com/track/3HgA5R5alihocnOYE9ihpS
122,changes,XXXTENTACION,280551,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
123,Silence,Marshmello,279983,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
124,MotorSport,Migos,276886,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
125,"One Number Away","Luke Combs",276367,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
126,"Marry Me","Thomas Rhett",275813,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
127,Thunder,"Imagine Dragons",273253,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
128,ATM,"J. Cole",271629,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
129,Nevermind,"Dennis Lloyd",270890,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
130,"New Rules","Dua Lipa",270427,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
131,Santeria,"Pusha T",268832,https://open.spotify.com/track/4LKSaRoKNnlpKXTT663BrT
132,"I Get The Bag (feat. Migos)","Gucci Mane",266084,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
133,Redbone,"Childish Gambino",264601,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
134,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",264208,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
135,"No Role Modelz","J. Cole",261578,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
136,"The Night We Met","Lord Huron",261000,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK
137,"Creeping (feat. Rich the Kid)","Lil Skies",260497,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
138,"I Do (feat. SZA)","Cardi B",260429,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
139,Unforgettable,"French Montana",260016,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
140,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",257970,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
141,"Sky Walker (feat. Travis Scott)",Miguel,257372,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
142,Believer,"Imagine Dragons",257162,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
143,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",255394,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
144,Delicate,"Taylor Swift",254829,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
145,"Sangria Wine","Pharrell Williams",254487,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
146,Perfect,"Ed Sheeran",253914,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
147,"Let You Down",NF,250750,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
148,"Drip (feat. Migos)","Cardi B",249907,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
149,"Go Flex","Post Malone",248961,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
150,"Body Like A Back Road","Sam Hunt",247509,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
151,"Fukk Sleep","A$AP Rocky",246613,https://open.spotify.com/track/1AqemxWsT0iGg5Lvkm16Bt
152,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",245492,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
153,"1985 - Intro to “The Fall Off”","J. Cole",243228,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
154,"Clout (feat. 21 Savage)","Ty Dolla $ign",242288,https://open.spotify.com/track/1u0CD4fcBUB1xrG9fNgejh
155,"High Hopes","Panic! At The Disco",241467,https://open.spotify.com/track/2djdCbLj1pzRmrDNe7PkW2
156,"Rubbin Off The Paint","YBN Nahmir",240105,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
157,"Remind Me to Forget",Kygo,239815,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
158,"White Iverson","Post Malone",239416,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
159,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",238532,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
160,"Where Were You In The Morning?","Shawn Mendes",238416,https://open.spotify.com/track/51wrmElSLxFzc0vSQPeTxs
161,"I Like Me Better",Lauv,236723,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
162,"Guatemala - From Swaecation","Rae Sremmurd",236315,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
163,"Shape of You","Ed Sheeran",236254,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
164,DNA.,"Kendrick Lamar",234544,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
165,"Start Again (feat. Logic)",OneRepublic,234061,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
166,Africa,Toto,233991,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
167,"Life Goes On","Lil Baby",232561,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
168,"Jettski Grizzley (feat. Lil Pump)","Tee Grizzley",232391,https://open.spotify.com/track/2VKf0WEOpq06JE5PTNr9wa
169,Passionfruit,Drake,231141,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
170,"Singles You Up","Jordan Davis",229369,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
171,"Whatever It Takes","Imagine Dragons",228033,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
172,"Sorry Not Sorry","Demi Lovato",227395,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
173,1950,"King Princess",227066,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
174,"One Dance",Drake,226031,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
175,Yours,"Russell Dickerson",225393,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
176,"Take Back Home Girl (Feat. Tori Kelly)","Chris Lane",222692,https://open.spotify.com/track/4fv0mLkB3wY4Z2GAG1mWAN
177,"Love Galore (feat. Travis Scott)",SZA,222309,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
178,"When It Rains It Pours","Luke Combs",221891,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
179,Audio,Sia,221442,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
180,"What You Want",Belly,219702,https://open.spotify.com/track/4RMqA9GixWNB7H6coZFXJN
181,"What Ifs","Kane Brown",218735,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
182,"Everybody Dies In Their Nightmares",XXXTENTACION,218181,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
183,"Losin Control",Russ,216577,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
184,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",214625,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
185,Flames,"David Guetta",214578,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
186,"Say Something","Justin Timberlake",214470,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
187,Beautiful,Bazzi,214159,https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I
188,"Say You Won't Let Go","James Arthur",213438,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
189,"Buck Shots","A$AP Rocky",211497,https://open.spotify.com/track/6ImrWnhjEOw5re3cGLMIHJ
190,GOTTI,6ix9ine,210827,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
191,Familiar,"Liam Payne",208733,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
192,"Like To Be You feat. Julia Michaels","Shawn Mendes",207685,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
193,"2 Vaults (feat. Lil Yachty)","Tee Grizzley",206090,https://open.spotify.com/track/5Zx9VpLotu9aFYqq61NAip
194,"I Wanna Know (feat. Bea Miller)",NOTD,205572,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
195,Hurricane,"Luke Combs",205432,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1
196,"iSpy (feat. Lil Yachty)",KYLE,205402,https://open.spotify.com/track/6xbraxG0bSBOuAr5IUXmtM
197,"Slippery (feat. Gucci Mane)",Migos,204132,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
198,"I'd Be Jealous Too","Dustin Lynch",203817,https://open.spotify.com/track/7rdK9NSJIRBZAiXC0vuBS9
199,Wolves,"Selena Gomez",203039,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
200,"X (with 2 Chainz & Saudi)","ScHoolboy Q",200360,https://open.spotify.com/track/4LmAnpjlhWTahvRkYR8xJa
