,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
56,"Not Alike (feat. Royce Da 5'9)",Eminem,424526,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
57,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",423239,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
58,Thunderclouds,Sia,418166,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
59,"WORKIN ME",Quavo,416422,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64
60,REMEDY,Alesso,415856,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
61,"I Fall Apart","Post Malone",409491,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
62,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",406297,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
63,"no tears left to cry","Ariana Grande",397274,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
64,"Everybody Dies In Their Nightmares",XXXTENTACION,395025,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
65,Fall,Eminem,388497,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
66,"XO TOUR Llif3","Lil Uzi Vert",380840,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
67,"Ric Flair Drip (& Metro Boomin)",Offset,380835,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
68,Trip,"Ella Mai",379629,https://open.spotify.com/track/7noud145AHZGg74vpWOsCa
69,"Taking A Walk","Trippie Redd",374936,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
70,"Te Boté - Remix","Nio Garcia",373715,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
71,"Love Lies (with Normani)",Khalid,368593,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
72,BEBE,6ix9ine,366420,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
73,"This Feeling (feat. Kelsea Ballerini)","The Chainsmokers",361224,https://open.spotify.com/track/15kQGEy89K8deJcZVFEn0N
74,Hope,XXXTENTACION,356238,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
75,"REEL IT IN",Aminé,355736,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY
76,"High Hopes","Panic! At The Disco",354575,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
77,"Jackie Chan",Tiësto,353591,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
78,"Plug Walk","Rich The Kid",350650,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
79,"Look At Me!",XXXTENTACION,350067,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
80,Lust,"Lil Skies",343703,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
81,"In My Mind",Dynoro,341176,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
82,"Magic In The Hamptons (feat. Lil Yachty)","Social House",332024,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
83,OTW,Khalid,330501,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
84,"Fr Fr (feat. Lil Skies)","Wiz Khalifa",329940,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V
85,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",328376,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
86,"I'm Upset",Drake,327861,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
87,Greatest,Eminem,327122,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
88,"lovely (with Khalid)","Billie Eilish",323564,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
89,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,319699,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
90,"Mob Ties",Drake,317912,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
91,"Ball For Me (feat. Nicki Minaj)","Post Malone",306643,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
92,Congratulations,"Post Malone",301796,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
93,"I Like Me Better",Lauv,301155,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
94,"I'm a Mess","Bebe Rexha",301132,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
95,HUMBLE.,"Kendrick Lamar",300072,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
96,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",299462,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
97,Legends,"Juice WRLD",298791,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
98,"Walk It Talk It",Migos,298132,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
99,Kamikaze,Eminem,296975,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
100,"Venom - Music From The Motion Picture",Eminem,295901,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
101,"Vaina Loca",Ozuna,292348,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
102,"Candy Paint","Post Malone",292291,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
103,"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)","Famous Dex",291799,https://open.spotify.com/track/0n22yqkitWec0PV6tibWEO
104,JAPAN,"Famous Dex",291643,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
105,"Boo'd Up","Ella Mai",289701,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
106,"BUTTERFLY EFFECT","Travis Scott",289617,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
107,Mine,Bazzi,289172,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
108,"Feels Like Summer","Childish Gambino",287134,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
109,SWISH,Tyga,286829,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
110,"Happy Now",Zedd,283891,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
111,"Murder On My Mind","YNW Melly",283740,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
112,"Nowadays (feat. Landon Cube)","Lil Skies",283532,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
113,"Chanel (Go Get It) [feat. Gunna & Lil Baby]","Young Thug",281666,https://open.spotify.com/track/0kCBorRrKZkSztd9m0QI3r
114,goosebumps,"Travis Scott",280681,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
115,"Young Dumb & Broke",Khalid,280379,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
116,"Ned Flanders (feat. A$AP Ferg)",MadeinTYO,280239,https://open.spotify.com/track/6f5i916F3jU6BhOOD7iGqf
117,Simple,"Florida Georgia Line",279086,https://open.spotify.com/track/1co0puPTYvqAdUEjFOjne9
118,"Nephew (feat. Lil Pump)",Smokepurpp,278743,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL
119,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",278691,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
120,"Shake It Up","Trippie Redd",276196,https://open.spotify.com/track/6yz0Jndhv0QjKdpcEMbOjz
121,"NEW ORLEANS",BROCKHAMPTON,273182,https://open.spotify.com/track/5kkxyqYSQrnHpfsmkjKi81
122,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",273148,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
123,"Body (feat. brando)","Loud Luxury",270033,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
124,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",267453,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
125,"The Middle",Zedd,265724,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
126,J'OUVERT,BROCKHAMPTON,264572,https://open.spotify.com/track/3djWN7th03XZtmF5s3C1Lv
127,"Red Roses (feat. Landon Cube)","Lil Skies",262517,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
128,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",262272,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
129,Thunder,"Imagine Dragons",261352,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
130,Narcos,Migos,260839,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
131,"All Mine","Kanye West",259950,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
132,"Stir Fry",Migos,258434,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
133,"Bounce Out With That","YBN Nahmir",257567,https://open.spotify.com/track/5gQcxYXqnofyocKgEbGYKt
134,Location,Khalid,253919,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
135,"8 Letters","Why Don't We",253041,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
136,"Beautiful Crazy","Luke Combs",252561,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
137,Believer,"Imagine Dragons",248881,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
138,"No Rest","Lil Skies",248270,https://open.spotify.com/track/0chpIFSjgfd1CPrAxM7PWp
139,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",246032,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
140,Heaven,"Kane Brown",245856,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
141,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",244896,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
142,"Call Out My Name","The Weeknd",243790,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
143,"Bank Account","21 Savage",243512,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
144,"CAN'T SAY","Travis Scott",241257,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
145,Havana,"Camila Cabello",239819,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
146,"Bodak Yellow","Cardi B",238920,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
147,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",238033,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
148,Africa,Toto,237680,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
149,Tequila,"Dan + Shay",233103,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
150,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",232435,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
151,"Life Goes On","Lil Baby",232081,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
152,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",230383,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
153,"Don’t Matter To Me (with Michael Jackson)",Drake,228675,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
154,"All The Stars (with SZA)","Kendrick Lamar",228215,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
155,"This Is America","Childish Gambino",228187,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
156,Betrayed,"Lil Xan",227917,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
157,"The Flute Song",Russ,226507,https://open.spotify.com/track/6pGuOWYOFDcSgmVvFWRWSv
158,"Let You Down",NF,224958,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
159,"Plain Jane","A$AP Ferg",224143,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
160,NUMB,XXXTENTACION,223919,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
161,1-800-273-8255,Logic,223702,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
162,"Champion (feat. Travis Scott)",NAV,223576,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
163,"Freaky Friday (feat. Chris Brown)","Lil Dicky",223271,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
164,Normal,Eminem,222647,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
165,"Creep On Me",GASHI,222375,https://open.spotify.com/track/1MUL6DO2gVimj2YrVedubd
166,"No Limit",G-Eazy,219908,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
167,"Pretty Little Fears (feat. J. Cole)",6LACK,219818,https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp
168,Unforgettable,"French Montana",219667,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
169,"Playinwitme (feat. Kehlani)",KYLE,218485,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
170,"One Kiss (with Dua Lipa)","Calvin Harris",218161,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
171,"WAKE UP","Travis Scott",216925,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
172,sweetener,"Ariana Grande",216876,https://open.spotify.com/track/70khXICDeTTxgYtw3EysKH
173,"Black & White","Juice WRLD",216473,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l
174,"Ring (feat. Kehlani)","Cardi B",216469,https://open.spotify.com/track/5DfWF0jqMgZDCiu9zJENTA
175,APESHIT,"The Carters",214519,https://open.spotify.com/track/0E6PsO3ymCfUh7pJQjBgkj
176,Perfect,"Ed Sheeran",213595,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
177,FRIENDS,Marshmello,211552,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
178,"Creeping (feat. Rich the Kid)","Lil Skies",210529,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
179,"No Role Modelz","J. Cole",209837,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
180,Ladders,"Mac Miller",209675,https://open.spotify.com/track/39NDBdU5Xkm5pCFGa5kZtI
181,"Barbie Dreams","Nicki Minaj",209650,https://open.spotify.com/track/6Poyf51k7W3NKnsGwAI90B
182,"Backin' It Up (feat. Cardi B)","Pardison Fontaine",209240,https://open.spotify.com/track/0PpfPNtQOOvbMNVJijTQj0
183,"Balenciaga Challenge (feat. Offset)",6LACK,207887,https://open.spotify.com/track/6Zisja44KqMZj4GM4UY6Yv
184,"LOVE. FEAT. ZACARI.","Kendrick Lamar",207151,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
185,Silence,Marshmello,207113,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
186,broken,lovelytheband,206182,https://open.spotify.com/track/6XcfKZvJio9Z0fQy11GnNX
187,BERLIN,BROCKHAMPTON,205091,https://open.spotify.com/track/7GxBuIJugWanLsYj0mDrFX
188,"Dark Knight Dummo","Trippie Redd",204938,https://open.spotify.com/track/4apiNNK0jp9uqn3JDG9My1
189,Stay,"Post Malone",204794,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
190,TATI,6ix9ine,203949,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
191,"Best Part",H.E.R.,203593,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
192,"Guiding Light","Mumford & Sons",203072,https://open.spotify.com/track/7wDqHhtRkP1TXSlZK0sEQH
193,"THUG LIFE",BROCKHAMPTON,203059,https://open.spotify.com/track/2c09gumRCmu3qmbcqdQbUN
194,"Stepping Stone",Eminem,202131,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
195,"You Say","Lauren Daigle",201582,https://open.spotify.com/track/3ngc7rGlfeFaskU90EWl4R
196,"Major (feat. Key Glock)","Young Dolph",200560,https://open.spotify.com/track/3Yt2ph8Ko0JBANpdawzSF2
197,CAROUSEL,"Travis Scott",200059,https://open.spotify.com/track/7KZ5MMVgBVox9ycroB2UrI
198,"Shape of You","Ed Sheeran",199037,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
199,Closer,"The Chainsmokers",198405,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
200,KOD,"J. Cole",198121,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
