,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
18,"no tears left to cry","Ariana Grande",614174,https://open.spotify.com/track/5SxkdsY1ufZzoq9iXceLw9
19,"I'm Upset",Drake,606644,https://open.spotify.com/track/54oMZ3blwWwuPN4wEoG5mk
20,"All Girls Are The Same","Juice WRLD",605830,https://open.spotify.com/track/3H2JThgdBxezwj1wwafQS8
21,"Ball For Me (feat. Nicki Minaj)","Post Malone",602758,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
22,OTW,Khalid,565203,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
23,"Spoil My Night (feat. Swae Lee)","Post Malone",555818,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
24,JAPAN,"Famous Dex",553391,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
25,"Love Lies (with Normani)",Khalid,549089,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
26,"Playinwitme (feat. Kehlani)",KYLE,537924,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
27,"One Kiss (with Dua Lipa)","Calvin Harris",521605,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
28,Stay,"Post Malone",521234,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
29,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",520944,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
30,"Rich & Sad","Post Malone",514064,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
31,"Freaky Friday (feat. Chris Brown)","Lil Dicky",511729,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
32,"I Fall Apart","Post Malone",505082,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
33,"Candy Paint","Post Malone",502412,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
34,"Back To You","Selena Gomez",500963,https://open.spotify.com/track/514rhnksEwHUh6LxXsQ4Y9
35,"Call Out My Name","The Weeknd",500863,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
36,"In My Blood","Shawn Mendes",499293,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
37,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",496947,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
38,KOD,"J. Cole",492885,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
39,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",483373,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
40,"Te Boté - Remix","Nio Garcia",472269,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
41,Youngblood,"5 Seconds of Summer",471489,https://open.spotify.com/track/55S2PQgSMYAhgoTCcGCDfw
42,"Youth feat. Khalid","Shawn Mendes",469388,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
43,Nervous,"Shawn Mendes",469279,https://open.spotify.com/track/0Dq49j3dELbttQVUJbtn0c
44,"lovely (with Khalid)","Billie Eilish",458627,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
45,"The Middle",Zedd,455118,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
46,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",453567,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
47,"A$AP Forever REMIX","A$AP Rocky",436528,https://open.spotify.com/track/3oHkMCVJyOcjg5FhfLc2Rq
48,"All The Stars (with SZA)","Kendrick Lamar",427092,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
49,"Stir Fry",Migos,423619,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
50,"XO TOUR Llif3","Lil Uzi Vert",412093,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
51,Mine,Bazzi,410133,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
52,"Taste (feat. Offset)",Tyga,403912,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
53,"Be Careful","Cardi B",391505,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
54,"92 Explorer","Post Malone",389205,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
55,"If You Know You Know","Pusha T",388075,https://open.spotify.com/track/6bGwKHXHNLmTy6yt147FPh
56,"Over Now","Post Malone",384046,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
57,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",382438,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
58,"FAKE LOVE",BTS,380635,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
59,"Zack And Codeine","Post Malone",378213,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
60,FRIENDS,Marshmello,377776,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
61,Moonlight,XXXTENTACION,368293,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
62,"Fukk Sleep","A$AP Rocky",351996,https://open.spotify.com/track/1AqemxWsT0iGg5Lvkm16Bt
63,"Champion (feat. Travis Scott)",NAV,351038,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
64,"Takin' Shots","Post Malone",350789,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
65,"Same Bitches (feat. G-Eazy & YG)","Post Malone",344080,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
66,Esskeetit,"Lil Pump",343561,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
67,Congratulations,"Post Malone",343539,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
68,Heaven,"Kane Brown",343164,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
69,HUMBLE.,"Kendrick Lamar",341456,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
70,"Red Roses (feat. Landon Cube)","Lil Skies",339269,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
71,Somebody,"The Chainsmokers",336027,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
72,Chun-Li,"Nicki Minaj",333384,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
73,"What Would Meek Do?","Pusha T",328851,https://open.spotify.com/track/5vnuJ8EopkP5dHukpOmT3L
74,X,"Nicky Jam",319739,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
75,"Young Dumb & Broke",Khalid,318177,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
76,Havana,"Camila Cabello",314506,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
77,goosebumps,"Travis Scott",312689,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
78,Tequila,"Dan + Shay",307764,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
79,"Jocelyn Flores",XXXTENTACION,306955,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
80,"Buck Shots","A$AP Rocky",306937,https://open.spotify.com/track/6ImrWnhjEOw5re3cGLMIHJ
81,"Tony Tone","A$AP Rocky",305300,https://open.spotify.com/track/52eYVUkFTOVozbVFIaFrnV
82,"Bank Account","21 Savage",301312,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
83,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,300528,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
84,"Lost In Japan","Shawn Mendes",300329,https://open.spotify.com/track/6WBTeFDEfAJbaSUUc1V1xQ
85,"Nowadays (feat. Landon Cube)","Lil Skies",296108,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
86,TATI,6ix9ine,293112,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
87,Location,Khalid,289616,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
88,1942,G-Eazy,287363,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
89,Otherside,"Post Malone",286453,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
90,"Plain Jane","A$AP Ferg",282776,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
91,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",281822,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
92,"Kevin’s Heart","J. Cole",278524,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
93,"Bounce Out With That","YBN Nahmir",278449,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
94,Lust,"Lil Skies",278117,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
95,"Solo (feat. Demi Lovato)","Clean Bandit",277154,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
96,"Where Were You In The Morning?","Shawn Mendes",276470,https://open.spotify.com/track/51wrmElSLxFzc0vSQPeTxs
97,"Distorted Records","A$AP Rocky",276282,https://open.spotify.com/track/57q6BgYP4gN6hPQViCB3um
98,"Lean Wit Me","Juice WRLD",275643,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
99,"Bartier Cardi (feat. 21 Savage)","Cardi B",271601,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
100,"You Make It Easy","Jason Aldean",271406,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
101,"Pray For Me (with Kendrick Lamar)","The Weeknd",271101,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
102,"Bodak Yellow","Cardi B",269857,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
103,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,268561,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
104,"Gunz N Butter","A$AP Rocky",267934,https://open.spotify.com/track/5N521RK66Z1FP0Oz6B4OlT
105,"LOVE. FEAT. ZACARI.","Kendrick Lamar",267365,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
106,"BUTTERFLY EFFECT","Travis Scott",267008,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
107,Everyday,Logic,266421,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
108,"OG Beeper","A$AP Rocky",266200,https://open.spotify.com/track/5TX0mfUkpGlU6j2xa00ERx
109,MotorSport,Migos,266136,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
110,Betrayed,"Lil Xan",264303,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
111,"Blame It On Me","Post Malone",262698,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
112,"Outside Today","YoungBoy Never Broke Again",260828,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
113,changes,XXXTENTACION,258019,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
114,"No Limit",G-Eazy,256024,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
115,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,255970,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
116,"New Light","John Mayer",255415,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
117,"Jackie Chan",Tiësto,255002,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
118,"Boo'd Up","Ella Mai",253539,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
119,"Sugar Wraith","Post Malone",252317,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
120,Thunder,"Imagine Dragons",251799,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
121,"Never Be the Same","Camila Cabello",251529,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
122,ATM,"J. Cole",250879,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
123,1-800-273-8255,Logic,249122,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
124,"Wanted You (feat. Lil Uzi Vert)",NAV,248971,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25
125,"Marry Me","Thomas Rhett",248325,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
126,Redbone,"Childish Gambino",247733,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
127,"Done for Me (feat. Kehlani)","Charlie Puth",247596,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
128,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",246253,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
129,"The Games We Play","Pusha T",243808,https://open.spotify.com/track/7iEoaTyBCqLaAwJnOP1BTn
130,Motiv8,"J. Cole",242840,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
131,Infrared,"Pusha T",242747,https://open.spotify.com/track/6cpsixIHI63L0hwh3CwZg3
132,"Body Like A Back Road","Sam Hunt",242034,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
133,IDGAF,"Dua Lipa",241259,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
134,"I Get The Bag (feat. Migos)","Gucci Mane",241049,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
135,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",240529,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
136,"Like To Be You feat. Julia Michaels","Shawn Mendes",239636,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
137,"One Number Away","Luke Combs",238505,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
138,CALLDROPS,"A$AP Rocky",238431,https://open.spotify.com/track/1wGYcpJZ59rePkNu4zHmLu
139,"New Rules","Dua Lipa",234483,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
140,"Sky Walker (feat. Travis Scott)",Miguel,232135,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
141,Unforgettable,"French Montana",231554,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
142,Purity,"A$AP Rocky",231423,https://open.spotify.com/track/2MF4HtZHBoUliOi9nOAbS0
143,Africa,Toto,230070,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
144,"Sangria Wine","Pharrell Williams",229478,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
145,Believer,"Imagine Dragons",228678,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
146,"Fallin' All In You","Shawn Mendes",228596,https://open.spotify.com/track/5I8oEqbk2ZBmQfXCrZbUFb
147,Silence,Marshmello,228007,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
148,"Drip (feat. Migos)","Cardi B",227980,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
149,"Hard Piano","Pusha T",226093,https://open.spotify.com/track/3HgA5R5alihocnOYE9ihpS
150,"I Do (feat. SZA)","Cardi B",224615,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
151,"No Role Modelz","J. Cole",224605,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
152,Nevermind,"Dennis Lloyd",224061,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
153,Passionfruit,Drake,223850,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
154,"Come Back Baby","Pusha T",223432,https://open.spotify.com/track/2BuBXn15gj4MNYZydyWgrk
155,Perfect,"Ed Sheeran",222671,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
156,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",222127,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
157,"Rubbin Off The Paint","YBN Nahmir",221276,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
158,"Creeping (feat. Rich the Kid)","Lil Skies",220787,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
159,"One Dance",Drake,220271,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
160,"Let You Down",NF,219054,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
161,"When It Rains It Pours","Luke Combs",218750,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
162,Santeria,"Pusha T",217920,https://open.spotify.com/track/4LKSaRoKNnlpKXTT663BrT
163,"1985 - Intro to “The Fall Off”","J. Cole",216587,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
164,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",216543,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
165,"Clout (feat. 21 Savage)","Ty Dolla $ign",216371,https://open.spotify.com/track/1u0CD4fcBUB1xrG9fNgejh
166,"Jettski Grizzley (feat. Lil Pump)","Tee Grizzley",215897,https://open.spotify.com/track/2VKf0WEOpq06JE5PTNr9wa
167,"High Hopes","Panic! At The Disco",215792,https://open.spotify.com/track/2djdCbLj1pzRmrDNe7PkW2
168,"Shape of You","Ed Sheeran",214000,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
169,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",213684,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
170,"White Iverson","Post Malone",206715,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
171,"Kids Turned Out Fine","A$AP Rocky",206615,https://open.spotify.com/track/0qp8MuZNKelOGTK2HPlXBA
172,"Go Flex","Post Malone",205672,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
173,"Guatemala - From Swaecation","Rae Sremmurd",203750,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
174,Delicate,"Taylor Swift",202342,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
175,Hun43rd,"A$AP Rocky",201728,https://open.spotify.com/track/1r33iukEx0COYuBzyXPmPP
176,"Particular Taste","Shawn Mendes",200667,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU
177,Why,"Shawn Mendes",200427,https://open.spotify.com/track/1KXFoiT2n4QXRsFvhWNI4I
178,"Life Goes On","Lil Baby",199728,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
179,"Singles You Up","Jordan Davis",198575,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
180,DNA.,"Kendrick Lamar",198554,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
181,"Everybody Dies In Their Nightmares",XXXTENTACION,197842,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
182,"Because I Had You","Shawn Mendes",197419,https://open.spotify.com/track/7hlhojpax9zg2FNdBLY5ox
183,2002,Anne-Marie,196855,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
184,"The Night We Met","Lord Huron",196843,https://open.spotify.com/track/24MGEzm6xAO1nFgVVp37YI
185,"Say Something","Justin Timberlake",196331,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
186,"Remind Me to Forget",Kygo,195854,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
187,"I Like Me Better",Lauv,194050,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
188,"Mi Gente","J Balvin",193201,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
189,"Sorry Not Sorry","Demi Lovato",193002,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
190,"What Ifs","Kane Brown",191651,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
191,Yours,"Russell Dickerson",190862,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
192,Mutual,"Shawn Mendes",190205,https://open.spotify.com/track/0rrfXLr1p1yxsUy7LrKoYT
193,"Dura - Remix","Daddy Yankee",189810,https://open.spotify.com/track/6U2NuJILEOEpW2tVCuqKHb
194,"What You Want",Belly,189700,https://open.spotify.com/track/4RMqA9GixWNB7H6coZFXJN
195,Hurricane,"Luke Combs",189687,https://open.spotify.com/track/6xHI9KjUjYT0FPtGO8Mxa1
196,"Don't Stop Believin'",Journey,188816,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
197,"iSpy (feat. Lil Yachty)",KYLE,188787,https://open.spotify.com/track/6xbraxG0bSBOuAr5IUXmtM
198,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",188126,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
199,GOTTI,6ix9ine,188091,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
200,"Whatever It Takes","Imagine Dragons",188014,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
