,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,Wow.,"Post Malone",1905916,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP
2,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",1695777,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P
3,"Going Bad (feat. Drake)","Meek Mill",1336933,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc
4,"SICKO MODE","Travis Scott",1325501,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
5,"thank u, next","Ariana Grande",1259860,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH
6,"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",1212749,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE
7,"ZEZE (feat. Travis Scott & Offset)","Kodak Black",1184984,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z
8,"Without Me",Halsey,1097871,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C
9,"Mo Bamba","Sheck Wes",1093591,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr
10,"Leave Me Alone","Flipp Dinero",887911,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
11,"a lot","21 Savage",822675,https://open.spotify.com/track/2t8yVaLvJ0RenpXUIAC52d
12,"Lucid Dreams","Juice WRLD",789877,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
13,"Wake Up in the Sky","Gucci Mane",788510,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud
14,"Look Back At It","A Boogie Wit da Hoodie",763362,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8
15,monster,"21 Savage",743952,https://open.spotify.com/track/2FUNBaa5DwItJtYEBgAblU
16,SAD!,XXXTENTACION,695141,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
17,Money,"Cardi B",689775,https://open.spotify.com/track/2GGMabyHXnJmjY6CXhhB2e
18,imagine,"Ariana Grande",689174,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F
19,"Startender (feat. Offset and Tyga)","A Boogie Wit da Hoodie",682020,https://open.spotify.com/track/0jAfdqv18goRTUxm3ilRjb
20,"whoa (mind in awe)",XXXTENTACION,662878,https://open.spotify.com/track/7pdF27mSDuPWhppnHAmWHa
21,"Better Now","Post Malone",659893,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
22,Happier,Marshmello,652071,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
23,Nonstop,Drake,606988,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
24,Better,Khalid,606742,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ
25,Moonlight,XXXTENTACION,600822,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
26,"Saturday Nights",Khalid,592715,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8
27,"Armed And Dangerous","Juice WRLD",591899,https://open.spotify.com/track/5wujBwqG7INdStqGd4tRMX
28,"MIA (feat. Drake)","Bad Bunny",587790,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO
29,BAD!,XXXTENTACION,570703,https://open.spotify.com/track/22An65gG31JLf9n18qjdhZ
30,"when the party's over","Billie Eilish",562358,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI
31,"Eastside (with Halsey & Khalid)","benny blanco",555733,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU
32,"High Hopes","Panic! At The Disco",541459,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
33,"Taste (feat. Offset)",Tyga,537543,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
34,"all my friends","21 Savage",536250,https://open.spotify.com/track/4paAidoE8VAemwU4jgCc6l
35,"I Like It","Cardi B",518198,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
36,"KIKA (feat. Tory Lanez)",6ix9ine,509166,https://open.spotify.com/track/6Gy7rXB6Ku5vIWC7WGWsl3
37,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)","DJ Snake",498300,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM
38,"Arms Around You (feat. Maluma & Swae Lee)",XXXTENTACION,493133,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh
39,"FEFE (feat. Nicki Minaj, Murda Beatz)",6ix9ine,482480,https://open.spotify.com/track/4QIyEq7TcTdAcxjI2AFlAK
40,"Yes Indeed","Lil Baby",476943,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
41,"Nuketown (feat. Juice WRLD)","Ski Mask The Slump God",476403,https://open.spotify.com/track/74lnM5V6ecvoTPV0fvptx9
