,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
42,"Candy Paint","Post Malone",548426,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
43,"Freaky Friday (feat. Chris Brown)","Lil Dicky",534319,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
44,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",533394,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
45,"Youth feat. Khalid","Shawn Mendes",526085,https://open.spotify.com/track/5SwEgzUFDHwpWHKrbnP32Z
46,"Te Boté - Remix","Nio Garcia",510334,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
47,"The Middle",Zedd,496071,https://open.spotify.com/track/2ARqIya5NAuvFVHSN3bL0m
48,"All The Stars (with SZA)","Kendrick Lamar",493934,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
49,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",482902,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
50,Mine,Bazzi,451393,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
51,"XO TOUR Llif3","Lil Uzi Vert",450235,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
52,"Stir Fry",Migos,446727,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
53,"92 Explorer","Post Malone",443297,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
54,"FAKE LOVE",BTS,442746,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
55,"Over Now","Post Malone",438973,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
56,"Be Careful","Cardi B",434905,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
57,"New Light","John Mayer",431727,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
58,"Zack And Codeine","Post Malone",426011,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
59,FRIENDS,Marshmello,415710,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
60,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",403337,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
61,"Champion (feat. Travis Scott)",NAV,402826,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
62,Moonlight,XXXTENTACION,393301,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
63,"Takin' Shots","Post Malone",392538,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
64,Heaven,"Kane Brown",390430,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
65,Somebody,"The Chainsmokers",389792,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
66,"A$AP Forever REMIX","A$AP Rocky",388857,https://open.spotify.com/track/3oHkMCVJyOcjg5FhfLc2Rq
67,"Same Bitches (feat. G-Eazy & YG)","Post Malone",388126,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
68,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,377787,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
69,"Red Roses (feat. Landon Cube)","Lil Skies",375683,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
70,HUMBLE.,"Kendrick Lamar",363259,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
71,Congratulations,"Post Malone",362311,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
72,Tequila,"Dan + Shay",361904,https://open.spotify.com/track/7Il2yWQmsqKgSkLQvHTPUI
73,Chun-Li,"Nicki Minaj",355398,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
74,"Welcome to the Party (with French Montana & Lil Pump, feat. Zhavia Ward) - from Deadpool 2",Diplo,354616,https://open.spotify.com/track/5mqzhMuUpvnMfwNz6iepmO
75,Esskeetit,"Lil Pump",347496,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
76,"If You Know You Know","Pusha T",347420,https://open.spotify.com/track/6bGwKHXHNLmTy6yt147FPh
77,"Young Dumb & Broke",Khalid,341222,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
78,"Lean Wit Me","Juice WRLD",339745,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
79,"Jocelyn Flores",XXXTENTACION,338999,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
80,"Jackie Chan",Tiësto,334409,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
81,Otherside,"Post Malone",330149,https://open.spotify.com/track/4qWCFTuNnmGNdY4egtb4ZY
82,goosebumps,"Travis Scott",329044,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
83,"Nowadays (feat. Landon Cube)","Lil Skies",328528,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
84,"Solo (feat. Demi Lovato)","Clean Bandit",327304,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
85,1942,G-Eazy,326168,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
86,X,"Nicky Jam",323231,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
87,Location,Khalid,319565,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
88,"Lost In Japan","Shawn Mendes",315772,https://open.spotify.com/track/6WBTeFDEfAJbaSUUc1V1xQ
89,Havana,"Camila Cabello",312816,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
90,"Kevin’s Heart","J. Cole",311583,https://open.spotify.com/track/6tZ3b7ik1QDXFAZlXib0YZ
91,"Fukk Sleep","A$AP Rocky",310690,https://open.spotify.com/track/1AqemxWsT0iGg5Lvkm16Bt
92,"Bank Account","21 Savage",310267,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
93,2002,Anne-Marie,309555,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
94,Lust,"Lil Skies",308662,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
95,"Plain Jane","A$AP Ferg",307593,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
96,"Done for Me (feat. Kehlani)","Charlie Puth",307007,https://open.spotify.com/track/1lsBTdE6MGsKeZCD6llNu7
97,"Blame It On Me","Post Malone",302680,https://open.spotify.com/track/1ZemPoaj7LBj1RAQrb89EC
98,"You Make It Easy","Jason Aldean",302391,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
99,"Bounce Out With That","YBN Nahmir",301452,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
100,"Boo'd Up","Ella Mai",297976,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
101,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",296437,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
102,"LOVE. FEAT. ZACARI.","Kendrick Lamar",296199,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
103,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,293892,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
104,"Pray For Me (with Kendrick Lamar)","The Weeknd",293004,https://open.spotify.com/track/4ofvoCdXq99vpMZO4Cfp8x
105,Everyday,Logic,292966,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
106,Betrayed,"Lil Xan",289837,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
107,"Where Were You In The Morning?","Shawn Mendes",289577,https://open.spotify.com/track/51wrmElSLxFzc0vSQPeTxs
108,"Marry Me","Thomas Rhett",288365,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
109,"What Would Meek Do?","Pusha T",287558,https://open.spotify.com/track/5vnuJ8EopkP5dHukpOmT3L
110,"Sugar Wraith","Post Malone",287391,https://open.spotify.com/track/0MrRAUcB8AZiB9ue2VOBYe
111,"Never Be the Same","Camila Cabello",286133,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
112,"BUTTERFLY EFFECT","Travis Scott",285031,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
113,"Outside Today","YoungBoy Never Broke Again",283347,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
114,changes,XXXTENTACION,282849,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
115,Nevermind,"Dennis Lloyd",282729,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
116,"Wanted You (feat. Lil Uzi Vert)",NAV,281543,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25
117,"Bartier Cardi (feat. 21 Savage)","Cardi B",280038,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
118,IDGAF,"Dua Lipa",277753,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
119,1-800-273-8255,Logic,275204,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
120,"Bodak Yellow","Cardi B",274198,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
121,ATM,"J. Cole",273377,https://open.spotify.com/track/2UciqgwVDwro0fev3MFbxJ
122,"Buck Shots","A$AP Rocky",272450,https://open.spotify.com/track/6ImrWnhjEOw5re3cGLMIHJ
123,Motiv8,"J. Cole",272241,https://open.spotify.com/track/1AT4xjNarTswd0UZ5FlmKF
124,"One Number Away","Luke Combs",271929,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
125,"No Limit",G-Eazy,269910,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
126,"High Hopes","Panic! At The Disco",269375,https://open.spotify.com/track/2djdCbLj1pzRmrDNe7PkW2
127,"Tony Tone","A$AP Rocky",269060,https://open.spotify.com/track/52eYVUkFTOVozbVFIaFrnV
128,MotorSport,Migos,266944,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
129,"New Rules","Dua Lipa",261918,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
130,Redbone,"Childish Gambino",261320,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
131,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",257611,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
132,Silence,Marshmello,257513,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
133,Thunder,"Imagine Dragons",256563,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
134,"Creeping (feat. Rich the Kid)","Lil Skies",256040,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
135,"Sangria Wine","Pharrell Williams",254880,https://open.spotify.com/track/6XlSyYFTU1nodeWwwzVgTV
136,"Like To Be You feat. Julia Michaels","Shawn Mendes",254617,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
137,"The Night We Met","Lord Huron",253062,https://open.spotify.com/track/6mORGLOz79w6VsCRLWYYuK
138,"I Get The Bag (feat. Migos)","Gucci Mane",252401,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
139,"Sky Walker (feat. Travis Scott)",Miguel,249086,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
140,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",248925,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
141,Unforgettable,"French Montana",248215,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
142,"No Role Modelz","J. Cole",248101,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
143,"I Do (feat. SZA)","Cardi B",247690,https://open.spotify.com/track/1f5PNhkNgUpvDEeZfcIlO1
144,"OG Beeper","A$AP Rocky",246293,https://open.spotify.com/track/5TX0mfUkpGlU6j2xa00ERx
145,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",245111,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
146,Perfect,"Ed Sheeran",244987,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
147,"Body Like A Back Road","Sam Hunt",243156,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
148,"Let You Down",NF,243109,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
149,"Drip (feat. Migos)","Cardi B",240882,https://open.spotify.com/track/2qcG0nZ6S3zZV0UrkY5nFo
150,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",240612,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
151,"Gunz N Butter","A$AP Rocky",240138,https://open.spotify.com/track/5N521RK66Z1FP0Oz6B4OlT
152,"Fallin' All In You","Shawn Mendes",239095,https://open.spotify.com/track/5I8oEqbk2ZBmQfXCrZbUFb
153,"1985 - Intro to “The Fall Off”","J. Cole",238862,https://open.spotify.com/track/7EulRO07ZgchxqKUHb8Pvc
154,Believer,"Imagine Dragons",238816,https://open.spotify.com/track/7Izh7zLJGw1Nscd62Exxj4
155,"The Games We Play","Pusha T",238333,https://open.spotify.com/track/7iEoaTyBCqLaAwJnOP1BTn
156,Delicate,"Taylor Swift",237836,https://open.spotify.com/track/7CneiDesUKFJO3Ix01dnfr
157,"Remind Me to Forget",Kygo,235618,https://open.spotify.com/track/6xTU6B6nFwKKTSZ9ySXS80
158,"Life Goes On","Lil Baby",234067,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
159,"When It Rains It Pours","Luke Combs",232171,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
160,"Jettski Grizzley (feat. Lil Pump)","Tee Grizzley",231890,https://open.spotify.com/track/2VKf0WEOpq06JE5PTNr9wa
161,"Go Flex","Post Malone",231765,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
162,"Rubbin Off The Paint","YBN Nahmir",230777,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
163,"Clout (feat. 21 Savage)","Ty Dolla $ign",230259,https://open.spotify.com/track/1u0CD4fcBUB1xrG9fNgejh
164,"Shape of You","Ed Sheeran",229077,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
165,Passionfruit,Drake,228117,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
166,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",227949,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
167,"Guatemala - From Swaecation","Rae Sremmurd",227702,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
168,"Singles You Up","Jordan Davis",227073,https://open.spotify.com/track/4LiMQ6G9n84rDUBs9wtwz6
169,"I Like Me Better",Lauv,225462,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
170,"Distorted Records","A$AP Rocky",224842,https://open.spotify.com/track/57q6BgYP4gN6hPQViCB3um
171,Yours,"Russell Dickerson",224593,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
172,"White Iverson","Post Malone",224402,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
173,DNA.,"Kendrick Lamar",224121,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
174,"What You Want",Belly,223327,https://open.spotify.com/track/4RMqA9GixWNB7H6coZFXJN
175,1950,"King Princess",221991,https://open.spotify.com/track/0CZ8lquoTX2Dkg7Ak2inwA
176,Africa,Toto,221518,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
177,"One Dance",Drake,220695,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
178,"Sorry Not Sorry","Demi Lovato",218778,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
179,"Come Back Baby","Pusha T",218280,https://open.spotify.com/track/2BuBXn15gj4MNYZydyWgrk
180,"Start Again (feat. Logic)",OneRepublic,217725,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
181,"Take Back Home Girl (Feat. Tori Kelly)","Chris Lane",216711,https://open.spotify.com/track/4fv0mLkB3wY4Z2GAG1mWAN
182,"Everybody Dies In Their Nightmares",XXXTENTACION,216382,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
183,Purity,"A$AP Rocky",215732,https://open.spotify.com/track/2MF4HtZHBoUliOi9nOAbS0
184,"Hard Piano","Pusha T",214771,https://open.spotify.com/track/3HgA5R5alihocnOYE9ihpS
185,Familiar,"Liam Payne",214247,https://open.spotify.com/track/0Y4hwUppbGc8aIBmiTz30A
186,"Losin Control",Russ,213833,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
187,"What Ifs","Kane Brown",212016,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
188,Santeria,"Pusha T",211453,https://open.spotify.com/track/4LKSaRoKNnlpKXTT663BrT
189,Flames,"David Guetta",211371,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
190,Beautiful,Bazzi,210556,https://open.spotify.com/track/5TVirkSwFEXF1nLJEebe2I
191,"Love Galore (feat. Travis Scott)",SZA,210505,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
192,"Say Something","Justin Timberlake",209059,https://open.spotify.com/track/1LhMopPAallLeaeNutqbgS
193,GOTTI,6ix9ine,209045,https://open.spotify.com/track/27oFpFktCq9JIXjJQRuv7a
194,"Whatever It Takes","Imagine Dragons",208459,https://open.spotify.com/track/7F3uo3304R2CTvOseU3H7u
195,Infrared,"Pusha T",208418,https://open.spotify.com/track/6cpsixIHI63L0hwh3CwZg3
196,"Particular Taste","Shawn Mendes",206491,https://open.spotify.com/track/1mmAqhLcvPrknbslMiDlyU
197,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",206375,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
198,Why,"Shawn Mendes",205105,https://open.spotify.com/track/1KXFoiT2n4QXRsFvhWNI4I
199,"2 Vaults (feat. Lil Yachty)","Tee Grizzley",204641,https://open.spotify.com/track/5Zx9VpLotu9aFYqq61NAip
200,"Airplane pt.2",BTS,203550,https://open.spotify.com/track/1trFxVLL8WKhYap543e74l
