,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,3815066,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Stir Fry",Migos,1288820,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
3,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",1125415,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
4,Narcos,Migos,1086666,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
5,rockstar,"Post Malone",1074431,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
6,"Walk It Talk It",Migos,923771,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
7,"The Middle",Zedd,900547,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
8,"I Fall Apart","Post Malone",892504,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
9,"All The Stars (with SZA)","Kendrick Lamar",886137,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y
10,"Ric Flair Drip (& Metro Boomin)",Offset,866846,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
11,MotorSport,Migos,843912,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
12,Havana,"Camila Cabello",810328,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
13,"No Limit",G-Eazy,806692,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
14,Mine,Bazzi,791743,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
15,"Bartier Cardi (feat. 21 Savage)","Cardi B",791625,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
16,"Never Be the Same","Camila Cabello",784809,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
17,"BBO (Bad Bitches Only)",Migos,773842,https://open.spotify.com/track/4BHzHISX21PYwGXiBEUQ70
18,"LOVE. FEAT. ZACARI.","Kendrick Lamar",769510,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
19,"Him & I (with Halsey)",G-Eazy,728154,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
20,"Let You Down",NF,705254,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
21,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",686166,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
22,"XO TOUR Llif3","Lil Uzi Vert",665940,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
23,"Diplomatic Immunity",Drake,662680,https://open.spotify.com/track/5goGDc74vVREyN8al8CkPh
24,"Notice Me",Migos,660290,https://open.spotify.com/track/3OnOomd79OjqSYHchCQ6ht
25,HUMBLE.,"Kendrick Lamar",653050,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
26,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",633087,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
27,"Rewrite The Stars","Zac Efron",621154,https://open.spotify.com/track/630sXRhIcfwr2e4RdNtjKN
28,"Sky Walker (feat. Travis Scott)",Miguel,620107,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
29,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",610383,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
30,IDGAF,"Dua Lipa",604701,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
31,"Candy Paint","Post Malone",604482,https://open.spotify.com/track/42CeaId2XNlxugDvyqHfDf
32,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",591249,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
33,"Say Something","Justin Timberlake",587693,https://open.spotify.com/track/09ts3GnICqYEU5PkQCpJK3
34,Betrayed,"Lil Xan",583747,https://open.spotify.com/track/6NWl2m8asvH83xjuXVNsuG
35,"River (feat. Ed Sheeran)",Eminem,578871,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
36,"Plain Jane","A$AP Ferg",573714,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
37,"Young Dumb & Broke",Khalid,561398,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
38,1-800-273-8255,Logic,549336,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
39,"Gang Gang",Migos,549002,https://open.spotify.com/track/6RKkHI2fkmgZq7uQPPav8f
40,"Sick Boy","The Chainsmokers",548604,https://open.spotify.com/track/7jqDzXJS0K0Re8uphYNit0
41,Congratulations,"Post Malone",534671,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
42,Perfect,"Ed Sheeran",527298,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
43,"Bank Account","21 Savage",525299,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
44,"White Sand",Migos,504433,https://open.spotify.com/track/2KokOIKdw4zZutDil85Ugh
45,Location,Khalid,502140,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
46,Supastars,Migos,487445,https://open.spotify.com/track/7yt6eiZQCkVFEzwGp4Pbor
47,"Nowadays (feat. Landon Cube)","Lil Skies",485063,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
48,"This Is Me","Keala Settle",471714,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
49,"Gucci Gang","Lil Pump",456623,https://open.spotify.com/track/43ZyHQITOjhciSUUNPVRHc
50,"Too Good At Goodbyes","Sam Smith",452675,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
51,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",450181,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
52,"New Rules","Dua Lipa",447320,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
53,Redbone,"Childish Gambino",445559,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
54,"I Get The Bag (feat. Migos)","Gucci Mane",440195,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
55,"Tell Me You Love Me","Demi Lovato",439375,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
56,"Bodak Yellow","Cardi B",429968,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
57,Wait,"Maroon 5",428367,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
58,Wolves,"Selena Gomez",426067,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
59,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",421971,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
60,"Emoji A Chain",Migos,420203,https://open.spotify.com/track/0G9rmRmQDFk9O2tzZLyRkc
61,"Wanted You (feat. Lil Uzi Vert)",NAV,418015,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
62,Silence,Marshmello,413347,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
63,Thunder,"Imagine Dragons",403364,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
64,"Jocelyn Flores",XXXTENTACION,399410,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
65,DNA.,"Kendrick Lamar",396038,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
66,goosebumps,"Travis Scott",391259,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
67,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",385101,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
68,"Love Galore (feat. Travis Scott)",SZA,383722,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
69,"Auto Pilot",Migos,375794,https://open.spotify.com/track/4Kw3CztmD15X1QGDnnHmLD
70,Praying,Kesha,374364,https://open.spotify.com/track/0jdny0dhgjUwoIp5GkqEaA
71,"End Game","Taylor Swift",368730,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
72,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,364645,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
73,"BUTTERFLY EFFECT","Travis Scott",363839,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
74,"Bad At Love",Halsey,361218,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
75,KEKE,6ix9ine,360275,https://open.spotify.com/track/0zl3PdjIl320fK0pxBGWNR
76,CC,Migos,359755,https://open.spotify.com/track/35ffVv9x4mtzBh5rF1K9sP
77,"Higher We Go - Intro",Migos,359676,https://open.spotify.com/track/43dOwOq0mB4i6j4SpcSkqC
78,"Shape of You","Ed Sheeran",357893,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
79,"I Miss You (feat. Julia Michaels)","Clean Bandit",353641,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
80,"Red Roses (feat. Landon Cube)","Lil Skies",353587,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
81,Unforgettable,"French Montana",353255,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
82,"Miss You (with Major Lazer & Tory Lanez)","Cashmere Cat",352045,https://open.spotify.com/track/0as7lPxkBPctZ7uVmchRNM
83,"That's What I Like","Bruno Mars",351175,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
84,"Sorry Not Sorry","Demi Lovato",350259,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
85,"What Lovers Do (feat. SZA)","Maroon 5",347773,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
86,"She Loves Control","Camila Cabello",345144,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
87,"Too Much Jewelry",Migos,343902,https://open.spotify.com/track/4loAa1lBkE83qJXU1ddmCV
88,"Feel It Still","Portugal. The Man",339830,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
89,"Slippery (feat. Gucci Mane)",Migos,328550,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
90,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",325918,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA
91,"Rubbin Off The Paint","YBN Nahmir",324778,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
92,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",322617,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
93,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",317121,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
94,"The Greatest Show","Hugh Jackman",313256,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
95,"The Weekend",SZA,310649,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57
96,"Go Flex","Post Malone",308150,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
97,"My My My!","Troye Sivan",302335,https://open.spotify.com/track/2Tq2R8sRftNEqdgJK5HadO
98,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",300505,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
99,Believer,"Imagine Dragons",298284,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
100,"Never Enough","Loren Allred",293703,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
101,"The Weekend - Funk Wav Remix",SZA,292311,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt
102,"Too Playa",Migos,290009,https://open.spotify.com/track/4TAifFqlNkBvrycHbWV9Ew
103,"A Million Dreams","Ziv Zaifman",289990,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
104,"Échame La Culpa","Luis Fonsi",289068,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
105,"Capital Letters","Hailee Steinfeld",286709,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
106,"You Make It Easy","Jason Aldean",284751,https://open.spotify.com/track/2ZxTjs4EdJl4Y9YByIiNoo
107,"Marry Me","Thomas Rhett",282770,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
108,"What Ifs","Kane Brown",276825,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
109,GUMMO,6ix9ine,275971,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1
110,"The Other Side","Hugh Jackman",275654,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr
111,"Losin Control",Russ,274573,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
112,"Ice Tray","Quality Control",274109,https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s
113,Beast,Migos,267649,https://open.spotify.com/track/5kuxtUHQr23zov47Wn35Of
114,"Crown the Kings",Migos,264280,https://open.spotify.com/track/2664gDzsUz6oHnSFyfKjcq
115,"Tip Toe (feat. French Montana)","Jason Derulo",263560,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
116,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,261834,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
117,"White Iverson","Post Malone",261659,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
118,Sensualidad,"Bad Bunny",261332,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
119,"Rake It Up","Yo Gotti",260445,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY
120,Passionfruit,Drake,260245,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
121,"24K Magic","Bruno Mars",258691,https://open.spotify.com/track/6b8Be6ljOzmkOmFslEb23P
122,"Say You Won't Let Go","James Arthur",256535,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
123,Stay,Zedd,255268,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
124,"Open It Up",Migos,254326,https://open.spotify.com/track/2LOkdHHNKdEx24cQELBaD8
125,"How Long","Charlie Puth",253995,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
126,"Crew (feat. Brent Faiyaz & Shy Glizzy)",GoldLink,252704,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg
127,Unforgettable,"Thomas Rhett",251965,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ
128,"Body Like A Back Road","Sam Hunt",250508,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
129,"Mask Off",Future,249958,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx
130,"Ghostface Killers","21 Savage",249917,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
131,Attention,"Charlie Puth",248497,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
132,Spotlight,Marshmello,245811,https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs
