,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
58,"Big Bank feat. 2 Chainz, Big Sean, Nicki Minaj",YG,418539,https://open.spotify.com/track/2RM4jf1Xa9zPgMGRDiht8O
59,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,414299,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
60,JAPAN,"Famous Dex",406715,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
61,Mine,Bazzi,401250,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
62,Peak,Drake,395317,https://open.spotify.com/track/2RAeY8dPj6KmStROfEigjV
63,"Is There More",Drake,383498,https://open.spotify.com/track/2QoOyCFpDo4NblMLP7vBRT
64,"Solo (feat. Demi Lovato)","Clean Bandit",381326,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
65,"Look At Me!",XXXTENTACION,378648,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
66,"Love Lies (with Normani)",Khalid,377888,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
67,Simple,"Florida Georgia Line",377738,https://open.spotify.com/track/6fYkv8bGKiZl4Y3LYrFfAZ
68,Hope,XXXTENTACION,375509,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
69,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",370446,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
70,"Candy Paint","Post Malone",367233,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
71,"High Hopes","Panic! At The Disco",354256,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
72,OTW,Khalid,351649,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
73,"Born To Be Yours",Kygo,351477,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
74,"Ratchet Happy Birthday",Drake,348909,https://open.spotify.com/track/16x6tqeSkIjoLEf7SJLlYy
75,"XO TOUR Llif3","Lil Uzi Vert",340209,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
76,"Final Fantasy",Drake,331823,https://open.spotify.com/track/7ijJ5crvsnCvCLJbHpyq3j
77,"Millidelphia (feat. Swizz Beatz)","Meek Mill",328388,https://open.spotify.com/track/1dQ84P0W0lOckT02lPEhhP
78,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",326155,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
79,Tequila,"Dan + Shay",325458,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
80,"March 14",Drake,324968,https://open.spotify.com/track/40IiSjljbAhrSbdJ3HxSfH
81,"The Middle",Zedd,322539,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
82,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",321548,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
83,"Who Want The Smoke?","Lil Yachty",317770,https://open.spotify.com/track/3LR0t8XqZ1FUj6nj01sXN0
84,"Playinwitme (feat. Kehlani)",KYLE,313336,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
85,"Drug Addicts","Lil Pump",312506,https://open.spotify.com/track/6tpHfEM8eaETzlPOARYWfZ
86,Legends,"Juice WRLD",310155,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
87,Rise,"Jonas Blue",307856,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
88,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",307576,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
89,Yikes,"Kanye West",303593,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
90,"Spoil My Night (feat. Swae Lee)","Post Malone",302027,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
91,"Call Out My Name","The Weeknd",301990,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
92,"Champion (feat. Travis Scott)",NAV,301541,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
93,"Freaky Friday (feat. Chris Brown)","Lil Dicky",300452,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
94,Stay,"Post Malone",300370,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
95,Paranoid,"Post Malone",299494,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
96,KOD,"J. Cole",298193,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
97,Heaven,"Kane Brown",297599,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
98,"Red Roses (feat. Landon Cube)","Lil Skies",297369,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
99,NUMB,XXXTENTACION,297325,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
100,Lust,"Lil Skies",296573,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
101,"Rich & Sad","Post Malone",295268,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
102,"31 DAYS",Future,294942,https://open.spotify.com/track/7MywASx2OFZngfoORjo1yy
103,"Stir Fry",Migos,293662,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
104,Body,"Loud Luxury",291526,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
105,Congratulations,"Post Malone",290369,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
106,"ocean eyes","Billie Eilish",290172,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
107,"Lean Wit Me","Juice WRLD",287802,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
108,"New Light","John Mayer",285314,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
109,HUMBLE.,"Kendrick Lamar",282962,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
110,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",281117,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
111,"Start Again (feat. Logic)",OneRepublic,280614,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
112,FRIENDS,Marshmello,280389,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
113,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",276525,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
114,"Better Not (feat. Wafia)","Louis The Child",276157,https://open.spotify.com/track/447yWcDPg1ddgcHBLGpJC0
115,"All The Stars (with SZA)","Kendrick Lamar",275646,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
116,TATI,6ix9ine,274079,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
117,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",271981,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
118,"I'm a Mess","Bebe Rexha",271473,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
119,"Nowadays (feat. Landon Cube)","Lil Skies",270902,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
120,Havana,"Camila Cabello",266646,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
121,"Life Goes On","Lil Baby",266226,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
122,goosebumps,"Travis Scott",265928,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
123,Nevermind,"Dennis Lloyd",264919,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
124,"Young Dumb & Broke",Khalid,263709,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
125,"Guatemala - From Swaecation","Rae Sremmurd",263488,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
126,Location,Khalid,261098,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
127,"RACKS BLUE",Future,259955,https://open.spotify.com/track/4lc61NBCDzy2srBHDQeTfN
128,"CUDDLE MY WRIST",Future,257850,https://open.spotify.com/track/5UVNjOSh27encRBqTpBWup
129,"Be Careful","Cardi B",254649,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
130,Thunder,"Imagine Dragons",253282,https://open.spotify.com/track/7BrsBU0BAytRDvROM4yCbn
131,"WHEN I THINK ABOUT IT",Future,252913,https://open.spotify.com/track/7JrAZVBsIxO42bLi9HnRYp
132,Esskeetit,"Lil Pump",252901,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
133,Betrayed,"Lil Xan",251487,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
134,"Bank Account","21 Savage",248709,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
135,Reborn,"KIDS SEE GHOSTS",248063,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
136,"92 Explorer","Post Malone",247733,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
137,"Bodak Yellow","Cardi B",247683,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
138,"Sin Pijama","Becky G",245513,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
139,"I Know You (feat. Yung Pinch)","Lil Skies",242444,https://open.spotify.com/track/5Cg98kiDYtCEHmjcKD0CJD
140,"Bounce Out With That","YBN Nahmir",239961,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
141,"Plain Jane","A$AP Ferg",230168,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
142,Believer,"Imagine Dragons",229767,https://open.spotify.com/track/5VKSZDsidOFHrtlJb33Syo
143,"You Make It Easy","Jason Aldean",228516,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
144,"Stay Woke (feat. Miguel)","Meek Mill",228264,https://open.spotify.com/track/3X9OVlc4YaL9nowxAVcJex
145,Enemies,Lauv,227460,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
146,1-800-273-8255,Logic,224559,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
147,"LOVE. FEAT. ZACARI.","Kendrick Lamar",223690,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
148,X,"Nicky Jam",223521,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
149,"In My Blood","Shawn Mendes",223324,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
150,"Body Like A Back Road","Sam Hunt",223246,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
151,Narcos,Migos,221572,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
152,"Outside Today","YoungBoy Never Broke Again",220531,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
153,Unforgettable,"French Montana",219076,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
154,"Over Now","Post Malone",218015,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
155,"BUTTERFLY EFFECT","Travis Scott",216401,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
156,Revenge,XXXTENTACION,215861,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
157,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",215644,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
158,Africa,Toto,213943,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
159,1942,G-Eazy,213037,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
160,Everyday,Logic,212832,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
161,"No Limit",G-Eazy,212711,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
162,"Bartier Cardi (feat. 21 Savage)","Cardi B",212183,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
163,"I Like Me Better",Lauv,210474,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
164,"Shape of You","Ed Sheeran",207877,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
165,"Let You Down",NF,207288,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
166,"Carry On",XXXTENTACION,206800,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
167,MotorSport,Migos,206666,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
168,Somebody,"The Chainsmokers",206502,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
169,"New Rules","Dua Lipa",205037,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
170,"Ghost Town","Kanye West",203805,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
171,"Like To Be You feat. Julia Michaels","Shawn Mendes",203680,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
172,"I Don't Wanna Do This Anymore",XXXTENTACION,202905,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD
173,Perfect,"Ed Sheeran",202633,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
174,"If You're Over Me","Years & Years",202585,https://open.spotify.com/track/1oc3jna2ablnfIKLYbKujl
175,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",202443,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
176,Silence,Marshmello,202357,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
177,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",201615,https://open.spotify.com/track/4uX8Wh4wxpLne11BhoHs5x
178,"Black & White","Juice WRLD",200914,https://open.spotify.com/track/2gsTjQouGxmD0z9K5MYpoI
179,Chun-Li,"Nicki Minaj",200325,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
180,IDGAF,"Dua Lipa",200212,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
181,"I Was Jack (You Were Diane)","Jake Owen",199858,https://open.spotify.com/track/0L1ZDS8joLUUwUeqWZsEg6
182,Closer,"The Chainsmokers",198918,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
183,"Beautiful Crazy","Luke Combs",198238,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
184,"Zack And Codeine","Post Malone",198093,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
185,Lie,NF,197228,https://open.spotify.com/track/07FkzikE6FuHIa8Ma7zJGc
186,"X - Remix","Nicky Jam",197076,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
187,"Same Bitches (feat. G-Eazy & YG)","Post Malone",196467,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
188,"Dangerous (feat. Jeremih and PnB Rock)","Meek Mill",195436,https://open.spotify.com/track/1lL7Sj9AitQT7YWXs6obEq
189,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",193747,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
190,Redbone,"Childish Gambino",192016,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
191,"Never Be the Same","Camila Cabello",191170,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
192,"I Get The Bag (feat. Migos)","Gucci Mane",190161,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
193,"No Es Justo","J Balvin",189917,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
194,"Rubbin Off The Paint","YBN Nahmir",187640,https://open.spotify.com/track/1QRJb5VY3sIkCKcTuIKCrk
195,"Jump (with Trippie Redd)","Julia Michaels",187467,https://open.spotify.com/track/2OvV4NjEBRE9v8Oo7QeUCq
196,"DOH DOH (feat. Young Scooter)",Future,187261,https://open.spotify.com/track/0U06Yqe0nkkJlptlr7O4uO
197,"No Role Modelz","J. Cole",187150,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
198,"Takin' Shots","Post Malone",186885,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
199,"RED LIGHT",Future,186785,https://open.spotify.com/track/3AALcuKu2uN5VChEChnD7v
200,2002,Anne-Marie,185850,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
