,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"Falling Down - Bonus Track","Lil Peep",1751178,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
2,"I Love It (& Lil Pump)","Kanye West",1578653,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
3,"SICKO MODE","Travis Scott",1385771,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
4,"New Patek","Lil Uzi Vert",1271425,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud
5,"Lucid Dreams","Juice WRLD",1219230,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,"Lucky You (feat. Joyner Lucas)",Eminem,1121283,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
7,"Mo Bamba","Sheck Wes",1083414,https://open.spotify.com/track/3QybPutx0Tjk472bBKjNWn
8,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,1073454,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
9,Happier,Marshmello,956392,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
10,Better,Khalid,953162,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
11,SAD!,XXXTENTACION,940404,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
12,"Wake Up in the Sky","Gucci Mane",909060,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
13,Nonstop,Drake,880827,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
14,"In My Feelings",Drake,853258,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
15,Moonlight,XXXTENTACION,820626,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
16,"Eastside (with Halsey & Khalid)","benny blanco",797904,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
17,"Drip Too Hard","Lil Baby",797096,https://open.spotify.com/track/1BxkZE73h9BN3qwuA15TA3
18,"Better Now","Post Malone",782287,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
19,"Taste (feat. Offset)",Tyga,751325,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
20,Noticed,"Lil Mosey",750538,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC
21,"Yes Indeed","Lil Baby",744222,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
22,Killshot,Eminem,710340,https://open.spotify.com/track/1jo3TwNGCXfNdB5uba3ZVv
23,"No Stylist","French Montana",697628,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
24,"Jocelyn Flores",XXXTENTACION,647912,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
25,"I Like It","Cardi B",636305,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
26,STARGAZING,"Travis Scott",626849,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
27,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,595475,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
28,"Lean Wit Me","Juice WRLD",595122,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
29,Natural,"Imagine Dragons",587625,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
30,breathin,"Ariana Grande",587197,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
31,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,583303,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
32,"All Girls Are The Same","Juice WRLD",575952,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
33,"Electricity (with Dua Lipa)","Silk City",536152,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
34,YOSEMITE,"Travis Scott",535215,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
35,changes,XXXTENTACION,529921,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
36,"Leave Me Alone","Flipp Dinero",529727,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
37,"SLOW DANCING IN THE DARK",Joji,529724,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
38,"No Brainer","DJ Khaled",525879,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
39,"Self Care","Mac Miller",523772,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx
40,Youngblood,"5 Seconds of Summer",521857,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
41,"Psycho (feat. Ty Dolla $ign)","Post Malone",519701,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
42,"God's Plan",Drake,519038,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
43,"God is a woman","Ariana Grande",516139,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
44,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",513564,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
