,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
44,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",557624,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
45,"Leave Me Alone","Flipp Dinero",556100,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
46,"Girls Like You (feat. Cardi B)","Maroon 5",550768,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
47,"rockstar (feat. 21 Savage)","Post Malone",549969,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
48,Youngblood,"5 Seconds of Summer",542783,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
49,"Nice For What",Drake,539552,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
50,"Electricity (with Dua Lipa)","Silk City",531340,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
51,"SLOW DANCING IN THE DARK",Joji,530189,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
52,"NEW ORLEANS",BROCKHAMPTON,528353,https://open.spotify.com/track/5kkxyqYSQrnHpfsmkjKi81
53,"Promises (with Sam Smith)","Calvin Harris",522234,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
54,J'OUVERT,BROCKHAMPTON,517487,https://open.spotify.com/track/3djWN7th03XZtmF5s3C1Lv
55,"Not Alike (feat. Royce Da 5'9)",Eminem,496802,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
56,"Look Alive (feat. Drake)","BlocBoy JB",494900,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
57,"Drew Barrymore","Bryce Vine",485913,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV
58,"Be Alright","Dean Lewis",477852,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
59,"I Fall Apart","Post Malone",473197,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
60,"Beautiful (feat. Camila Cabello)",Bazzi,463856,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
61,Fall,Eminem,459483,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
62,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",457352,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
63,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",451087,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
64,"Taking A Walk","Trippie Redd",443777,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
65,"WORKIN ME",Quavo,443733,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64
66,Thunderclouds,Sia,437597,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
67,"no tears left to cry","Ariana Grande",437424,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
68,"Everybody Dies In Their Nightmares",XXXTENTACION,433720,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
69,"REEL IT IN",Aminé,417759,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY
70,"Love Lies (with Normani)",Khalid,417602,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
71,Trip,"Ella Mai",410750,https://open.spotify.com/track/7noud145AHZGg74vpWOsCa
72,"Guiding Light","Mumford & Sons",410266,https://open.spotify.com/track/3qzp4hb3YaRIkezSceqpRR
73,"Ric Flair Drip (& Metro Boomin)",Offset,409136,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
74,REMEDY,Alesso,407313,https://open.spotify.com/track/6jreFSOTUAViWjKyzOC4Kg
75,"XO TOUR Llif3","Lil Uzi Vert",400973,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
76,"THUG LIFE",BROCKHAMPTON,400449,https://open.spotify.com/track/2c09gumRCmu3qmbcqdQbUN
77,"High Hopes","Panic! At The Disco",400067,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
78,BERLIN,BROCKHAMPTON,393634,https://open.spotify.com/track/7GxBuIJugWanLsYj0mDrFX
79,Greatest,Eminem,387922,https://open.spotify.com/track/2XTquzYQAdT1Hk78bOUwsv
80,"Te Boté - Remix","Nio Garcia",385722,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
81,"Magic In The Hamptons (feat. Lil Yachty)","Social House",382674,https://open.spotify.com/track/2Yer0p7uB2lVBUAtANuuQp
82,Lust,"Lil Skies",379237,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
83,"lovely (with Khalid)","Billie Eilish",376117,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
84,BEBE,6ix9ine,374551,https://open.spotify.com/track/7ATATJztoWLcqDAcVVof0C
85,"Plug Walk","Rich The Kid",374550,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
86,"Jackie Chan",Tiësto,371911,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp
87,Hope,XXXTENTACION,371474,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
88,OTW,Khalid,369950,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
89,"Look At Me!",XXXTENTACION,364485,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
90,"Fr Fr (feat. Lil Skies)","Wiz Khalifa",364215,https://open.spotify.com/track/1RagpNpkD3KcjXMLGMe99V
91,WEIGHT,BROCKHAMPTON,356180,https://open.spotify.com/track/6tGwDY47NZVeQ5X83HDK6u
92,"Venom - Music From The Motion Picture",Eminem,355639,https://open.spotify.com/track/2SL6oP2YAEQbqsrkOzRGO4
93,"I'm Upset",Drake,354958,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT
94,"Ball For Me (feat. Nicki Minaj)","Post Malone",353591,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
95,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,352402,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
96,Kamikaze,Eminem,351652,https://open.spotify.com/track/2gsNpSn7VvvJuSrIDfRoYy
97,"In My Mind",Dynoro,347598,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33
98,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",343863,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
99,"I Like Me Better",Lauv,341685,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
100,"Mob Ties",Drake,340101,https://open.spotify.com/track/7rC5Pl8rQSX4myONQHYPBK
101,Legends,"Juice WRLD",331432,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
102,"WHERE THE CASH AT",BROCKHAMPTON,331224,https://open.spotify.com/track/3t1cMXPS25j8hpzJyLY3Pn
103,"SOMETHING ABOUT HIM",BROCKHAMPTON,329807,https://open.spotify.com/track/2S11ZvEfuFSqInfxWxkx36
104,DISTRICT,BROCKHAMPTON,327928,https://open.spotify.com/track/7oYvZtOelvW0mDrcUZ3m67
105,"BUTTERFLY EFFECT","Travis Scott",325631,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
106,"I'm a Mess","Bebe Rexha",324086,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
107,SWISH,Tyga,322634,https://open.spotify.com/track/55GiOwtxNajXVbpjjIzMnD
108,"Goodbye (feat. Nicki Minaj & Willy William)","Jason Derulo",320858,https://open.spotify.com/track/5Xn4IyTtW6FUGIUyWjbUHG
109,Congratulations,"Post Malone",319630,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
110,HUMBLE.,"Kendrick Lamar",319416,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
111,"Candy Paint","Post Malone",319064,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
112,JAPAN,"Famous Dex",316885,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
113,Mine,Bazzi,313470,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
114,"Shake It Up","Trippie Redd",312267,https://open.spotify.com/track/6yz0Jndhv0QjKdpcEMbOjz
115,"Nowadays (feat. Landon Cube)","Lil Skies",312266,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
116,HONEY,BROCKHAMPTON,310788,https://open.spotify.com/track/6cgFCTrw2kWwZm7SF7r6Po
117,"Chanel (Go Get It) [feat. Gunna & Lil Baby]","Young Thug",310025,https://open.spotify.com/track/0kCBorRrKZkSztd9m0QI3r
118,"Boo'd Up","Ella Mai",309748,https://open.spotify.com/track/0At2qAoaVjIwWNAqrscXli
119,"Body (feat. brando)","Loud Luxury",309702,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs
120,"Young Dumb & Broke",Khalid,304538,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
121,"Walk It Talk It",Migos,304162,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
122,goosebumps,"Travis Scott",303112,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
123,"Ned Flanders (feat. A$AP Ferg)",MadeinTYO,302067,https://open.spotify.com/track/6f5i916F3jU6BhOOD7iGqf
124,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",301658,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
125,"Vaina Loca",Ozuna,301173,https://open.spotify.com/track/48zFZh27QU5qsrBjn4C2FA
126,"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)","Famous Dex",300122,https://open.spotify.com/track/0n22yqkitWec0PV6tibWEO
127,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",297661,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
128,"Red Roses (feat. Landon Cube)","Lil Skies",297585,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
129,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",295932,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
130,"Happy Now",Zedd,295864,https://open.spotify.com/track/4keoy2fqgwGnbWlm3ZVZFa
131,"Nephew (feat. Lil Pump)",Smokepurpp,295427,https://open.spotify.com/track/0ibOcbkp2XG46Do8jcy0bL
132,"Murder On My Mind","YNW Melly",295013,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
133,"Feels Like Summer","Childish Gambino",294954,https://open.spotify.com/track/7p4vHnYXkxlzvfePJVpcTr
134,"Bounce Out With That","YBN Nahmir",293016,https://open.spotify.com/track/5gQcxYXqnofyocKgEbGYKt
135,"Pretty Little Fears (feat. J. Cole)",6LACK,292897,https://open.spotify.com/track/4at3d5QWnlibMVN75ECDrp
136,Simple,"Florida Georgia Line",290629,https://open.spotify.com/track/1co0puPTYvqAdUEjFOjne9
137,TAPE,BROCKHAMPTON,290226,https://open.spotify.com/track/60srrpZaXm72T4i3ZAoT5w
138,"All Mine","Kanye West",288658,https://open.spotify.com/track/3qnoOm4fwZPBS116f5hpgF
139,"No Rest","Lil Skies",288026,https://open.spotify.com/track/0chpIFSjgfd1CPrAxM7PWp
140,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",287566,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
141,"The Middle",Zedd,285892,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
142,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",281317,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
143,Narcos,Migos,279760,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
144,"CAN'T SAY","Travis Scott",278533,https://open.spotify.com/track/27a1mYSG5tYg7dmEjWBcmL
145,"Call Out My Name","The Weeknd",275264,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
146,Location,Khalid,272953,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
147,"SAN MARCOS",BROCKHAMPTON,272430,https://open.spotify.com/track/1Bn8jBSmtSQdvAFXU3ok1w
148,TONYA,BROCKHAMPTON,272280,https://open.spotify.com/track/0QV83q2vzzOM4uODVyXf7i
149,"Stir Fry",Migos,267729,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
150,VIVID,BROCKHAMPTON,266808,https://open.spotify.com/track/5DL2L5OuyZg1v2OWRAitFD
151,"Life Goes On","Lil Baby",266645,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
152,Unforgettable,"French Montana",266306,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
153,Thunder,"Imagine Dragons",265662,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
154,Normal,Eminem,265416,https://open.spotify.com/track/0evt4UZbdhnHtcAnxkm6A1
155,Tequila,"Dan + Shay",264158,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
156,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",263540,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
157,"Beautiful Crazy","Luke Combs",262395,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
158,Heaven,"Kane Brown",261517,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
159,Betrayed,"Lil Xan",260218,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
160,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",259088,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
161,"8 Letters","Why Don't We",259064,https://open.spotify.com/track/4zRZAmBQP8vhNPf9i9opXt
162,Believer,"Imagine Dragons",256644,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
163,"Bank Account","21 Savage",255768,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
164,"Venice Bitch","Lana Del Rey",255733,https://open.spotify.com/track/7AluhhfZ0AO0Zw8MoUstzN
165,LOOPHOLE,BROCKHAMPTON,255115,https://open.spotify.com/track/1mj5oaEpqjciXkJ5Y6pu5b
166,"Champion (feat. Travis Scott)",NAV,254219,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
167,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",253881,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
168,"Whenever (feat. Conor Maynard)","Kris Kross Amsterdam",251995,https://open.spotify.com/track/3DGar7krWlmrXRFHBcQF6z
169,"Don’t Matter To Me (with Michael Jackson)",Drake,251702,https://open.spotify.com/track/6G8kHiVZ1jW7vHMPVRNZU0
170,"WAKE UP","Travis Scott",249835,https://open.spotify.com/track/20MuVazoNMv6xjKPnRFOxG
171,"Let You Love Me","Rita Ora",249634,https://open.spotify.com/track/6xtcFXSo8H9BZN637BMVKS
172,Ladders,"Mac Miller",249461,https://open.spotify.com/track/39NDBdU5Xkm5pCFGa5kZtI
173,"The Flute Song",Russ,248530,https://open.spotify.com/track/6pGuOWYOFDcSgmVvFWRWSv
174,"All The Stars (with SZA)","Kendrick Lamar",247877,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
175,"Balenciaga Challenge (feat. Offset)",6LACK,247092,https://open.spotify.com/track/6Zisja44KqMZj4GM4UY6Yv
176,"Let You Down",NF,246787,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
177,NUMB,XXXTENTACION,245793,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
178,"This Is America","Childish Gambino",245588,https://open.spotify.com/track/0b9oOr2ZgvyQu88wzixux9
179,1-800-273-8255,Logic,245460,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
180,Havana,"Camila Cabello",245304,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
181,sweetener,"Ariana Grande",245262,https://open.spotify.com/track/70khXICDeTTxgYtw3EysKH
182,"Black & White","Juice WRLD",244735,https://open.spotify.com/track/1R0Ig5KYrSGWvIoPzY4T3l
183,"Playinwitme (feat. Kehlani)",KYLE,242755,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
184,"Creep On Me",GASHI,242293,https://open.spotify.com/track/1MUL6DO2gVimj2YrVedubd
185,"Stepping Stone",Eminem,241919,https://open.spotify.com/track/60Z57Wdrn0pEVpHI7d7GAX
186,"Creeping (feat. Rich the Kid)","Lil Skies",241878,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
187,"Plain Jane","A$AP Ferg",241526,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
188,"Tie Me Down (with Elley Duhé)",Gryffin,241351,https://open.spotify.com/track/4QVS8YCpK71R4FsxSMCjhP
189,"Freaky Friday (feat. Chris Brown)","Lil Dicky",241136,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
190,"Bodak Yellow","Cardi B",240955,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
191,Africa,Toto,240244,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
192,Stay,"Post Malone",238498,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
193,"No Role Modelz","J. Cole",237189,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
194,"You Make It Easy","Jason Aldean",237158,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
195,"Backin' It Up (feat. Cardi B)","Pardison Fontaine",236569,https://open.spotify.com/track/0PpfPNtQOOvbMNVJijTQj0
196,Speechless,"Dan + Shay",236099,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
197,"Major (feat. Key Glock)","Young Dolph",234424,https://open.spotify.com/track/3Yt2ph8Ko0JBANpdawzSF2
198,"Break The Bank (feat. Offset)","Young Dolph",233478,https://open.spotify.com/track/1lXr5tEPGHcu5E5BaXwPPi
199,"No Limit",G-Eazy,233012,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
200,Perfect,"Ed Sheeran",232410,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
