,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
54,"Nothing Breaks Like a Heart (feat. Miley Cyrus)","Mark Ronson",427661,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF
55,Topanga,"Trippie Redd",420087,https://open.spotify.com/track/5aXgz1oKK8Q9z9xvTmSnrO
56,"Calling My Spirit","Kodak Black",419888,https://open.spotify.com/track/2MShy1GSSgbmGUxADNIao5
57,"Space Cadet (feat. Gunna)","Metro Boomin",415234,https://open.spotify.com/track/1fewSx2d5KIZ04wsooEBOz
58,Splashin,"Rich The Kid",413039,https://open.spotify.com/track/79OEIr4J4FHV0O3KrhaXRb
59,"Solo de Mi","Bad Bunny",411346,https://open.spotify.com/track/4uP3pUP18ennmz0tb3GphR
60,"Roses (with Juice WRLD feat. Brendon Urie)","benny blanco",407790,https://open.spotify.com/track/1KVczjazCcCCgM3gXXUl47
61,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,403410,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
62,"In My Feelings",Drake,397400,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
63,"All Girls Are The Same","Juice WRLD",389814,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
64,"Beautiful (feat. Camila Cabello)",Bazzi,383889,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
65,Youngblood,"5 Seconds of Summer",382575,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
66,"Look Alive (feat. Drake)","BlocBoy JB",382517,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
67,"No Stylist","French Montana",380668,https://open.spotify.com/track/04MLEeAMuV9IlHEsD8vF6A
68,"Sweet but Psycho","Ava Max",378706,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim
69,"10 Freaky Girls (with 21 Savage)","Metro Boomin",376682,https://open.spotify.com/track/0AluA5RNsa4Cx6XRhf2hWZ
70,"can't leave without it","21 Savage",376069,https://open.spotify.com/track/0hPLZrnDgtKxrym1BHjDhd
71,"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",365782,https://open.spotify.com/track/1wJRveJZLSb1rjhnUHQiv6
72,changes,XXXTENTACION,363792,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
73,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,359125,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
74,"Lean Wit Me","Juice WRLD",356228,https://open.spotify.com/track/3oDkdAySo1VQQG0ptV7uwa
75,breathin,"Ariana Grande",355645,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
76,Noticed,"Lil Mosey",354655,https://open.spotify.com/track/6JQvHMSaR8flFsN53ypOfP
77,Shallow,"Lady Gaga",350609,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
78,"200 MPH","Bad Bunny",347042,https://open.spotify.com/track/5jGUJXnELDaDTgiRjD9lsg
79,"Falling Down - Bonus Track","Lil Peep",345895,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
80,"Best Part",H.E.R.,340746,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
81,"no tears left to cry","Ariana Grande",338075,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
82,"Ric Flair Drip (& Metro Boomin)",Offset,336208,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
83,"Bad Liar","Imagine Dragons",335222,https://open.spotify.com/track/2RSHsoi04658QL5xgQVov3
84,"Girls Like You (feat. Cardi B)","Maroon 5",334392,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
85,"TIC TOC (feat. Lil Baby)",6ix9ine,331927,https://open.spotify.com/track/4m5Cd9kAbIxg6t9sMrQWtk
86,"XO TOUR Llif3","Lil Uzi Vert",331910,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
87,"Pure Cocaine","Lil Baby",323102,https://open.spotify.com/track/577YBGuskWkVDCxZrLRB4v
88,"MoshPit (feat. Juice WRLD)","Kodak Black",322437,https://open.spotify.com/track/4KX8vXbouybtUptEyYxtIk
89,"1400 / 999 Freestyle","Trippie Redd",318532,https://open.spotify.com/track/75lcPkAkUsKWHGBlGM476R
90,"Nice For What",Drake,317940,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
91,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",317169,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
92,Congratulations,"Post Malone",316406,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
93,"God is a woman","Ariana Grande",314948,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
94,"Bohemian Rhapsody - Remastered 2011",Queen,314260,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J
95,"I Love It (& Lil Pump)","Kanye West",313751,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
96,"Love Lies (with Normani)",Khalid,311494,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
97,1.5,"21 Savage",311009,https://open.spotify.com/track/2wOXxtHZgRkkrkEbKLzzqs
98,"Ruin My Life","Zara Larsson",310751,https://open.spotify.com/track/5tAa8Uaqr4VvA3693mbIhU
99,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse","Nicki Minaj",309171,https://open.spotify.com/track/4Uy3kNxW2kB8AEoXljEcth
100,asmr,"21 Savage",307881,https://open.spotify.com/track/2QgfDF0fQ4sskDthP8MG5w
101,"Everybody Dies In Their Nightmares",XXXTENTACION,306838,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
102,STARGAZING,"Travis Scott",306235,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
103,Speechless,"Dan + Shay",305863,https://open.spotify.com/track/3GJ4hzg4lrGwU51Y3VARbF
104,"Lucky You (feat. Joyner Lucas)",Eminem,303862,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
105,"MAMA (feat. Nicki Minaj, Kanye West)",6ix9ine,298497,https://open.spotify.com/track/1oJ8EDr2pv94IvSd6ZmDgo
106,Natural,"Imagine Dragons",296169,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT
107,"ball w/o you","21 Savage",295349,https://open.spotify.com/track/50a8bKqlwDEqeiEknrzkTO
108,"ocean eyes","Billie Eilish",291883,https://open.spotify.com/track/2uIX8YMNjGMD7441kqyyNU
109,"Plug Walk","Rich The Kid",290786,https://open.spotify.com/track/1ZAyjvIk9YiD76yYy0TEG6
110,"I Like Me Better",Lauv,287622,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
111,"Be Alright","Dean Lewis",287597,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
112,"NI BIEN NI MAL","Bad Bunny",287030,https://open.spotify.com/track/278kSqsZIiYp8p3QjYAqa8
113,Mine,Bazzi,284896,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
114,bellyache,"Billie Eilish",283594,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams
115,"Candy Paint","Post Malone",282100,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
116,Trip,"Ella Mai",279770,https://open.spotify.com/track/6CTWathupIiDs7U4InHnDA
117,goosebumps,"Travis Scott",278341,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
118,"This Feeling","The Chainsmokers",275742,https://open.spotify.com/track/4NBTZtAt1F13VvlSKe6KTl
119,Tequila,"Dan + Shay",274955,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
120,"break da law","21 Savage",274345,https://open.spotify.com/track/5ZSIExfQuVv69tw5Qw3yDl
121,HUMBLE.,"Kendrick Lamar",272436,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
122,"Hide (feat. Seezyn)","Juice WRLD",271694,https://open.spotify.com/track/6rz0dTA0PdhXImFV5EjM0w
123,"Young Dumb & Broke",Khalid,267054,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
124,"gun smoke","21 Savage",266898,https://open.spotify.com/track/4f1XXGjZZ9EkFkrbPJek6X
125,"Don't Come Out The House (with 21 Savage)","Metro Boomin",266379,https://open.spotify.com/track/2Grb4G6t9VIqo6moKUloom
126,Uproar,"Lil Wayne",266306,https://open.spotify.com/track/3wScL5W8H40zzCKN0atfBk
127,"New Patek","Lil Uzi Vert",265636,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud
128,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",265560,https://open.spotify.com/track/1a7WZZZH7LzyvorhpOJFTe
129,"WORKIN ME",Quavo,263796,https://open.spotify.com/track/4MAsYGSgxsaj73dC2lvFC4
130,"out for the night - part 2","21 Savage",263770,https://open.spotify.com/track/4B8vU5oDXVxO5OkLAI4aLx
131,Lust,"Lil Skies",262238,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
132,"Te Boté - Remix","Nio Garcia",258345,https://open.spotify.com/track/3V8UKqhEK5zBkBb6d6ub8i
133,"out for the night","21 Savage",257727,https://open.spotify.com/track/0ZKKJTv21zJpNrKiL0LYyV
134,"Look At Me!",XXXTENTACION,257230,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
135,"Project Dreams",Marshmello,256714,https://open.spotify.com/track/0PowxVSTY2uh1CPc8EPKyX
136,"The Middle",Zedd,255447,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
137,"Murder On My Mind","YNW Melly",254315,https://open.spotify.com/track/7eBqSVxrzQZtK2mmgRG6lC
138,"All The Stars (with SZA)","Kendrick Lamar",249908,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
139,Location,Khalid,248025,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
140,"In My Head","Peter Manos",247812,https://open.spotify.com/track/1tT55K6VEyO6XFDxK4lDQe
141,Hope,XXXTENTACION,246939,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
142,"REEL IT IN",Aminé,246763,https://open.spotify.com/track/5qHirGR7M9tdm6C17DlzSY
143,"Nowadays (feat. Landon Cube)","Lil Skies",245823,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
144,"Back To You - From 13 Reasons Why – Season 2 Soundtrack","Selena Gomez",244852,https://open.spotify.com/track/4hQ6UGyWQIGJmHSo0J88JW
145,"WAKA (feat. A Boogie Wit da Hoodie)",6ix9ine,244753,https://open.spotify.com/track/6o79O9qBP3OAkWOXajAQIS
146,Thunder,"Imagine Dragons",242934,https://open.spotify.com/track/1zB4vmk8tFRmM9UULNzbLB
147,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",242842,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
148,"Black & White","Juice WRLD",242729,https://open.spotify.com/track/1fCeXjoRExPP2qwSBh2aST
149,"Beautiful Crazy","Luke Combs",242571,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
150,"Walk It Talk It",Migos,242542,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
151,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",239664,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
152,"Taking A Walk","Trippie Redd",236548,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
153,a&t,"21 Savage",234128,https://open.spotify.com/track/6ho88pvz4c8WCSFbdVXNia
154,OTW,Khalid,232858,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
155,"BUTTERFLY EFFECT","Travis Scott",232687,https://open.spotify.com/track/6xcJyGpfZbuuiequtnlKt4
156,Walk,Comethazine,231417,https://open.spotify.com/track/21kOVEG3bDCVphKhXL8XmQ
157,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,231242,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
158,"I'm a Mess","Bebe Rexha",229239,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
159,Believer,"Imagine Dragons",229236,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
160,"Bank Account","21 Savage",228617,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
161,Legends,"Juice WRLD",228128,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
162,"Call Out My Name","The Weeknd",227700,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
163,"Let You Down",NF,227170,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
164,"Faucet Failure","Ski Mask The Slump God",226385,https://open.spotify.com/track/1ThmUihH9dF8EV08ku5AXN
165,"Bodak Yellow","Cardi B",226220,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
166,"Happy Now (feat. Sandro Cavazza)",Kygo,226093,https://open.spotify.com/track/14sOS5L36385FJ3OL8hew4
167,Trampoline,SHAED,224497,https://open.spotify.com/track/0lsRatBUs9HNIZAmoGABzk
168,"Hurts Like Hell (feat. Offset)","Madison Beer",222791,https://open.spotify.com/track/3WefHNGtjexZvi66ZEx9u4
169,Caro,"Bad Bunny",222280,https://open.spotify.com/track/6it15CsDlkqB7N4lF0C1qM
170,"Say You Won't Let Go","James Arthur",222039,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
171,"Tenemos Que Hablar","Bad Bunny",221636,https://open.spotify.com/track/5VQpJ2AY2iMzrRZKgcvNjh
172,Kamikaze,"Lil Mosey",221129,https://open.spotify.com/track/1iPBD72u3nAyFEeardYuBV
173,"Drunk Me","Mitchell Tenpenny",219988,https://open.spotify.com/track/0fAVi8b6VX6NgT4j1aRLdT
174,JAPAN,"Famous Dex",219473,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
175,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",218293,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
176,"you should see me in a crown","Billie Eilish",218058,https://open.spotify.com/track/6vsV4D8BM6PioRr1UOx0n2
177,"Foot Fungus","Ski Mask The Slump God",216604,https://open.spotify.com/track/3EikYy40GMSp8l5mDV6IQo
178,"come out and play","Billie Eilish",215933,https://open.spotify.com/track/7wC5eZcFS1Q1BsQ35DU6H4
179,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",215897,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p
180,"SLOW DANCING IN THE DARK",Joji,215825,https://open.spotify.com/track/0rKtyWc8bvkriBthvHKY8d
181,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",214444,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
182,"Red Roses (feat. Landon Cube)","Lil Skies",213702,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
183,Heaven,"Kane Brown",213626,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
184,Havana,"Camila Cabello",213323,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
185,"Ball For Me (feat. Nicki Minaj)","Post Malone",212529,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
186,4L,"21 Savage",211974,https://open.spotify.com/track/1uULQtJ8rbsX5TwjPpPc9Q
187,"Close Friends (Lil Baby & Gunna)","Lil Baby",211654,https://open.spotify.com/track/5nzhL67GpF9szXWg5y509A
188,"FeRRis WhEEL (feat. Trippie Redd)","Tory Lanez",209160,https://open.spotify.com/track/6j97zG4DDrh3oUa6rZbFOs
189,"Otra Noche en Miami","Bad Bunny",207736,https://open.spotify.com/track/4vCAzANUWDE24URV6wQ4ra
190,"Stir Fry",Migos,207066,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
191,"La Romana","Bad Bunny",206246,https://open.spotify.com/track/1khmgu0pveJbkbpbkyvcQv
192,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",206081,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
193,"Envy Me",Calboy,205977,https://open.spotify.com/track/6ymTp1jOINm0UURUZ2h603
194,1-800-273-8255,Logic,204191,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
195,"Uptown Vibes (feat. Fabolous & Anuel AA)","Meek Mill",204178,https://open.spotify.com/track/2tnlNVAhuQGgoFJxALVeXx
196,"my boy","Billie Eilish",203742,https://open.spotify.com/track/0FQhAHyHGsrbSHvDURmFPn
197,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",203017,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
198,"Bounce Out With That","YBN Nahmir",202977,https://open.spotify.com/track/5gQcxYXqnofyocKgEbGYKt
199,"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne",202931,https://open.spotify.com/track/0dbTQYW3Ad1FTzIA9t90E8
200,Silence,Marshmello,202505,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
