,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
47,"Bodak Yellow","Cardi B",444497,https://open.spotify.com/track/2771LMNxwf62FTAdpJMQfM
48,1-800-273-8255,Logic,440488,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
49,"I Get The Bag (feat. Migos)","Gucci Mane",440237,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
50,"Nowadays (feat. Landon Cube)","Lil Skies",432763,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
51,"New Rules","Dua Lipa",429470,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
52,"Emoji A Chain",Migos,423484,https://open.spotify.com/track/0G9rmRmQDFk9O2tzZLyRkc
53,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",415275,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
54,"This Is Me","Keala Settle",412069,https://open.spotify.com/track/2xGjteMU3E1tkEPVFBO08U
55,"Too Good At Goodbyes","Sam Smith",411539,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
56,Wolves,"Selena Gomez",409688,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
57,goosebumps,"Travis Scott",401779,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
58,"Wanted You (feat. Lil Uzi Vert)",NAV,395880,https://open.spotify.com/track/790MhTXPFrYkrqCKvpg4t1
59,"Tell Me You Love Me","Demi Lovato",395732,https://open.spotify.com/track/5Htb1uFQ1KrkFXlefS8oGj
60,Thunder,"Imagine Dragons",395050,https://open.spotify.com/track/0tKcYR2II1VCQWT79i5NrW
61,"Auto Pilot",Migos,379580,https://open.spotify.com/track/4Kw3CztmD15X1QGDnnHmLD
62,"Higher We Go - Intro",Migos,374765,https://open.spotify.com/track/3kh6liHZ8IHHRFMHXNJ79Y
63,Silence,Marshmello,372551,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
64,Wait,"Maroon 5",372168,https://open.spotify.com/track/1Qg9jWGDkKAGZXj5v2OG59
65,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",370200,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
66,"Jocelyn Flores",XXXTENTACION,368501,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
67,CC,Migos,365122,https://open.spotify.com/track/35ffVv9x4mtzBh5rF1K9sP
68,Unforgettable,"French Montana",363796,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
69,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",359481,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
70,"BUTTERFLY EFFECT","Travis Scott",356500,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
71,"End Game","Taylor Swift",349576,https://open.spotify.com/track/2x0WlnmfG39ZuDmstl9xfX
72,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,346961,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
73,"Too Much Jewelry",Migos,343377,https://open.spotify.com/track/2rIY8S6doGY1SEZIh7siw1
74,KEKE,6ix9ine,342191,https://open.spotify.com/track/0zl3PdjIl320fK0pxBGWNR
75,"Slippery (feat. Gucci Mane)",Migos,338900,https://open.spotify.com/track/6p8NuHm8uCGnn2Dtbtf7zE
76,"Bad At Love",Halsey,338846,https://open.spotify.com/track/7y9iMe8SOB6z3NoHE2OfXl
77,"Sorry Not Sorry","Demi Lovato",333354,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
78,"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",320751,https://open.spotify.com/track/1f5cbQtDrykjarZVrShaDI
79,"Shape of You","Ed Sheeran",320751,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
80,"Red Roses (feat. Landon Cube)","Lil Skies",316926,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
81,"What Lovers Do (feat. SZA)","Maroon 5",313744,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
82,"Rubbin Off The Paint","YBN Nahmir",313293,https://open.spotify.com/track/0taOCiup4HNG9LmbduVlJj
83,DNA.,"Kendrick Lamar",310049,https://open.spotify.com/track/6HZILIRieu8S0iqY8kIKhj
84,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",308966,https://open.spotify.com/track/4pYZLpX23Vx8rwDpJCpPTA
85,"Miss You (with Major Lazer & Tory Lanez)","Cashmere Cat",303206,https://open.spotify.com/track/0as7lPxkBPctZ7uVmchRNM
86,"I Miss You (feat. Julia Michaels)","Clean Bandit",300967,https://open.spotify.com/track/2xmrfQpmS2iJExTlklLoAL
87,"Too Playa",Migos,298540,https://open.spotify.com/track/3BvXHtUdGbfLOVxfRWn6NT
88,Believer,"Imagine Dragons",292497,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
89,"She Loves Control","Camila Cabello",291750,https://open.spotify.com/track/5HwnezK198pJCEj1l2Adjy
90,"Go Flex","Post Malone",290351,https://open.spotify.com/track/5yuShbu70mtHXY0yLzCQLQ
91,"Rake It Up","Yo Gotti",289683,https://open.spotify.com/track/4knL4iPxPOZjQzTUlELGSY
92,Redbone,"Childish Gambino",285224,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
93,"Love Galore (feat. Travis Scott)",SZA,280335,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs
94,GUMMO,6ix9ine,279570,https://open.spotify.com/track/2vjmyyAnDUzilFYxOlTdO1
95,Beast,Migos,278721,https://open.spotify.com/track/4Fj5G5b8MeCrCRDP5JDvpr
96,"The Greatest Show","Hugh Jackman",277492,https://open.spotify.com/track/43ay9lQZ5rfNcOOHhRF2cM
97,"My My My!","Troye Sivan",275878,https://open.spotify.com/track/2Tq2R8sRftNEqdgJK5HadO
98,"Crown the Kings",Migos,275344,https://open.spotify.com/track/0pdW4B6Sq4MMNz1sFtkR5G
99,"Feel It Still","Portugal. The Man",274048,https://open.spotify.com/track/6QgjcU0zLnzq5OrUoSZ3OK
100,"Échame La Culpa","Luis Fonsi",270374,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
101,"Ice Tray","Quality Control",266227,https://open.spotify.com/track/3wdfLVUhmX64lIyWIIEW8s
102,"Mask Off",Future,266173,https://open.spotify.com/track/0VgkVdmE4gld66l8iyGjgx
103,Passionfruit,Drake,265320,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
104,"Open It Up",Migos,262294,https://open.spotify.com/track/2LOkdHHNKdEx24cQELBaD8
105,Magnolia,"Playboi Carti",255014,https://open.spotify.com/track/1e1JKLEDKP7hEQzJfNAgPl
106,"White Iverson","Post Malone",254229,https://open.spotify.com/track/6eT7xZZlB2mwyzJ2sUKG6w
107,"A Million Dreams","Ziv Zaifman",254165,https://open.spotify.com/track/0RoA7ObU6phWpqhlC9zH4Z
108,"Never Enough","Loren Allred",251929,https://open.spotify.com/track/0Gl5s8IhMmQE5YQwM8Qx1J
109,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,251757,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
110,"The Weekend - Funk Wav Remix",SZA,251393,https://open.spotify.com/track/0P6AWOA4LG1XOctzaVu5tt
111,"The Weekend",SZA,250249,https://open.spotify.com/track/6gU9OKjOE7ghfEd55oRO57
112,Attention,"Charlie Puth",249058,https://open.spotify.com/track/4iLqG9SeJSnt0cSPICSjxv
113,"That's What I Like","Bruno Mars",248089,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
114,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",247582,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
115,Sensualidad,"Bad Bunny",246777,https://open.spotify.com/track/5hcisvFMidkMJlElTO9Qmw
116,"Losin Control",Russ,246756,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d
117,Flooded,Migos,244174,https://open.spotify.com/track/2nwp9gU9ZGyKRzMswpfc7k
118,"Capital Letters","Hailee Steinfeld",242514,https://open.spotify.com/track/3towKHKVOXCCcL1fHv6xFO
119,"iSpy (feat. Lil Yachty)",KYLE,241147,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
120,"Tip Toe (feat. French Montana)","Jason Derulo",240801,https://open.spotify.com/track/2z4pcBLQXF2BXKFvd0BuB6
121,"You Make It Easy","Jason Aldean",240722,https://open.spotify.com/track/2ZxTjs4EdJl4Y9YByIiNoo
122,"The Other Side","Hugh Jackman",239064,https://open.spotify.com/track/2cKovq3l6OJjhVVDbVKOsr
123,"What Ifs","Kane Brown",238549,https://open.spotify.com/track/7zVCrzzEJU7u24sbJPXA5W
124,"Ghostface Killers","21 Savage",237761,https://open.spotify.com/track/5u6vkDnOyaf8LsteDAj2ub
125,"How Long","Charlie Puth",236698,https://open.spotify.com/track/32DGGj6KlNuBr6WaqRxpxi
126,"It's A Vibe","2 Chainz",235483,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6
127,"Body Like A Back Road","Sam Hunt",235171,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
128,"Bounce Back","Big Sean",233948,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
129,"Relationship (feat. Future)","Young Thug",233882,https://open.spotify.com/track/25oOaleife6E2MIKmFkPvg
130,Designer,"Lil Pump",233570,https://open.spotify.com/track/1LXbv9jiTtdBdHadZ317Gt
131,"Despacito - Remix","Luis Fonsi",231942,https://open.spotify.com/track/5CtI0qwDJkDQGwXD1H1cLb
132,"Say You Won't Let Go","James Arthur",230563,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
133,"Marry Me","Thomas Rhett",229559,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
134,"Movin' Too Fast",Migos,228927,https://open.spotify.com/track/4jB8tS25Afh6aXC5w2MbXQ
135,"Strip That Down","Liam Payne",228013,https://open.spotify.com/track/6EpRaXYhGOB3fj4V2uDkMJ
136,"do re mi",blackbear,226231,https://open.spotify.com/track/3Q3myFA7q4Op95DOpHplaY
137,"Sauce It Up","Lil Uzi Vert",225453,https://open.spotify.com/track/1uL78kFWxhz3umTMWJu8n5
138,"Fake Love",Drake,225049,https://open.spotify.com/track/343YBumqHu19cGoGARUTsd
139,"Made Men",Migos,224899,https://open.spotify.com/track/3XAWpSxJMPeIwxXc5g9en1
140,"No Role Modelz","J. Cole",224140,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
141,"Dark Knight Dummo (Feat. Travis Scott)","Trippie Redd",223808,https://open.spotify.com/track/3YeJXuRSNS5FYwOsDu44kD
142,"Everybody Dies In Their Nightmares",XXXTENTACION,223130,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
143,"Tunnel Vision","Kodak Black",221312,https://open.spotify.com/track/4Q3N4Ct4zCuIHuZ65E3BD4
144,Transportin',"Kodak Black",220391,https://open.spotify.com/track/1WIZiOuNO3woKfdlSK2gNn
145,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",218203,https://open.spotify.com/track/3DXncPQOG4VBw3QHh3S817
146,Spotlight,Marshmello,216820,https://open.spotify.com/track/6VrCmhRBFnuGKmtNfk4jDs
147,"Crew (feat. Brent Faiyaz & Shy Glizzy)",GoldLink,214572,https://open.spotify.com/track/15EPc80XuFrb2LmOzGjuRg
148,Unforgettable,"Thomas Rhett",212972,https://open.spotify.com/track/30MM5jWpUmOxtTNd9Ey5LZ
149,Saint,"Huncho Jack",212533,https://open.spotify.com/track/7foypmc7KZyU716Yv63BPe
150,"One Dance",Drake,209753,https://open.spotify.com/track/1xznGGDReH1oQq0xzbwXa3
151,Issues,"Julia Michaels",209633,https://open.spotify.com/track/7vu0JkJh0ldukEYbTVcqd0
152,"i Shyne",Carnage,208012,https://open.spotify.com/track/0AcHbiMs86CCgprvc7E1gs
153,"Mi Gente","J Balvin",207879,https://open.spotify.com/track/2rb5MvYT7ZIxbKW5hfcHx8
154,T-Shirt,Migos,207527,https://open.spotify.com/track/7KOlJ92bu51cltsD9KU5I7
155,"The Race",Tay-K,207203,https://open.spotify.com/track/3wGXyJGsCf1myH5MooQIqE
156,Saved,Khalid,207019,https://open.spotify.com/track/248OFOZef6ShXv6DGgbnxU
157,"Work Hard",Migos,206744,https://open.spotify.com/track/5UzUZULhZL8bW4BqI1ZNOF
158,"I Like Me Better",Lauv,206573,https://open.spotify.com/track/1wjzFQodRWrPcQ0AnYnvQ9
159,"Love Scars","Trippie Redd",203751,https://open.spotify.com/track/0AICBlLzFCTpUqmAbtzB2z
160,"LOYALTY. FEAT. RIHANNA.","Kendrick Lamar",203336,https://open.spotify.com/track/6SwRhMLwNqEi6alNPVG00n
161,"Greatest Love Story",LANCO,202813,https://open.spotify.com/track/2yQZwi1P8AkkxxFhQ8rMEK
162,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",Rudimental,200583,https://open.spotify.com/track/5CLGzJsGqhCEECcpnFQA8x
163,"Pills & Automobiles","Chris Brown",199194,https://open.spotify.com/track/5gx2E5aIXMRBellPZW1up5
164,"Dusk Till Dawn - Radio Edit",ZAYN,197794,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
165,Closer,"The Chainsmokers",197001,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
166,"Sucker for You","Matt Terry",195445,https://open.spotify.com/track/4vkVvmjIiQibQ6zJnC1Q9z
167,Portland,Drake,194670,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
168,"Something Just Like This","The Chainsmokers",194654,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
169,"Real Friends","Camila Cabello",193621,https://open.spotify.com/track/3iq9nhbI8fcnNamxMft1uv
170,Don't,"Bryson Tiller",193400,https://open.spotify.com/track/3pXF1nA74528Edde4of9CC
171,"Come Alive","Hugh Jackman",193110,https://open.spotify.com/track/5xNUR50KxswPRAvx7S163g
172,"Die For You","The Weeknd",192398,https://open.spotify.com/track/2LBqCSwhJGcFQeTHMVGwy3
173,Filthy,"Justin Timberlake",191628,https://open.spotify.com/track/1L3NV7VrCiuE8C5QlhdeQL
174,"X (feat. Future)","21 Savage",191002,https://open.spotify.com/track/6fwdbPMwP1zVStm8FybmkO
175,wokeuplikethis*,"Playboi Carti",190765,https://open.spotify.com/track/59J5nzL1KniFHnU120dQzt
176,"Money Longer","Lil Uzi Vert",190062,https://open.spotify.com/track/0B8QzDH7YWih85V5SEMnyJ
177,"When It Rains It Pours","Luke Combs",188896,https://open.spotify.com/track/1mMLMZYXkMueg65jRRWG1l
178,"Top Down On Da NAWF",Migos,188566,https://open.spotify.com/track/3Jo2cNQKU6Je7LVClYyJH9
179,Starboy,"The Weeknd",188097,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
180,"Look What You Made Me Do","Taylor Swift",187894,https://open.spotify.com/track/5troof8mcGO3AafoDbk1gc
181,"From Now On","Hugh Jackman",187427,https://open.spotify.com/track/3IkWmgGsXbsafrunwPojXO
182,"Broccoli (feat. Lil Yachty)",DRAM,187413,https://open.spotify.com/track/7yyRTcZmCiyzzJlNzGC9Ol
183,"Look At Me!",XXXTENTACION,187325,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
184,Caroline,Aminé,186486,https://open.spotify.com/track/5hTpBe8h35rJ67eAWHQsJx
185,Exchange,"Bryson Tiller",186186,https://open.spotify.com/track/43PuMrRfbyyuz4QpZ3oAwN
186,Yours,"Russell Dickerson",185985,https://open.spotify.com/track/6RSNKGdv3nDTHqgw4bdzyF
187,"For You (Fifty Shades Freed) (& Rita Ora)","Liam Payne",185706,https://open.spotify.com/track/5hM6sP0Gh1jD57drszNueC
188,PRBLMS,6LACK,185265,https://open.spotify.com/track/4AtZRwSR8BOTTQg5ihSggt
189,KOODA,6ix9ine,185000,https://open.spotify.com/track/5NT0aZqWImC9fTzkW4z48o
190,8TEEN,Khalid,182698,https://open.spotify.com/track/5bgwqaRSS3M8WHWruHgSL5
191,"La Modelo","Lean Trap",181448,https://open.spotify.com/track/76DNqvSyzL9VCkhlnByqLf
192,Stay,Zedd,180941,https://open.spotify.com/track/0I20rLT2MJDhcF96AjbNYo
193,Lemon,N.E.R.D,178178,https://open.spotify.com/track/4PpuH4mxL0rD35mOWaLoKS
194,"Poles 1469","Trippie Redd",176889,https://open.spotify.com/track/4fC5jw1TI59GH1emfN1wtk
195,"There's Nothing Holdin' Me Back","Shawn Mendes",176819,https://open.spotify.com/track/79cuOz3SPQTuFrp8WgftAu
196,"Wild Thoughts (feat. Rihanna & Bryson Tiller)","DJ Khaled",175944,https://open.spotify.com/track/1OAh8uOEOvTDqkKFsKksCi
197,"Best Part",H.E.R.,175859,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
198,Criminal,"Natti Natasha",175770,https://open.spotify.com/track/6Za3190Sbw39BBC77WSS1C
199,"No Problem (feat. Lil Wayne & 2 Chainz)","Chance the Rapper",175323,https://open.spotify.com/track/0v9Wz8o0BT8DU38R4ddjeH
200,"20 Min","Lil Uzi Vert",175277,https://open.spotify.com/track/0uxSUdBrJy9Un0EYoBowng
