,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"God's Plan",Drake,3922267,https://open.spotify.com/track/2XW4DbS6NddZxRPm5rMCeY
2,"Stir Fry",Migos,1400292,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
3,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",1192337,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
4,rockstar,"Post Malone",1123654,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
5,Narcos,Migos,1066607,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
6,"The Middle",Zedd,1009036,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
7,"I Fall Apart","Post Malone",946707,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
8,"All The Stars (with SZA)","Kendrick Lamar",935036,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y
9,"Ric Flair Drip (& Metro Boomin)",Offset,916573,https://open.spotify.com/track/7sO5G9EABYOXQKNPNiE9NR
10,"Walk It Talk It",Migos,878872,https://open.spotify.com/track/6n4U3TlzUGhdSFbUUhTvLP
11,MotorSport,Migos,867344,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
12,Mine,Bazzi,864312,https://open.spotify.com/track/6tHWl8ows5JOZq9Yfaqn3M
13,"No Limit",G-Eazy,853620,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
14,Havana,"Camila Cabello",847526,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
15,"Bartier Cardi (feat. 21 Savage)","Cardi B",832575,https://open.spotify.com/track/75FDPwaULRdYDn4StFN2rT
16,"Never Be the Same","Camila Cabello",821143,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
17,"LOVE. FEAT. ZACARI.","Kendrick Lamar",804282,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
18,"Him & I (with Halsey)",G-Eazy,753104,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
19,"Let You Down",NF,734506,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
20,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",734493,https://open.spotify.com/track/3ncgNpxLoBQ65ABk4djDyd
21,"BBO (Bad Bitches Only)",Migos,725040,https://open.spotify.com/track/4BHzHISX21PYwGXiBEUQ70
22,"XO TOUR Llif3","Lil Uzi Vert",666556,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
23,"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",665405,https://open.spotify.com/track/4DTpngLjoHj5gFxEZFeD3J
24,"Sky Walker (feat. Travis Scott)",Miguel,657504,https://open.spotify.com/track/5WoaF1B5XIEnWfmb5NZikf
25,HUMBLE.,"Kendrick Lamar",648107,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
26,"Diplomatic Immunity",Drake,647824,https://open.spotify.com/track/5goGDc74vVREyN8al8CkPh
27,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",645662,https://open.spotify.com/track/7iDa6hUg2VgEL1o1HjmfBn
