,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
1,"New Patek","Lil Uzi Vert",1812305,https://open.spotify.com/track/0Fpen1PTuEnCmOJtUU9Iud
2,"I Love It (& Lil Pump)","Kanye West",1749965,https://open.spotify.com/track/4S8d14HvHb70ImctNgVzQQ
3,"SICKO MODE","Travis Scott",1479840,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
4,"Lucky You (feat. Joyner Lucas)",Eminem,1379195,https://open.spotify.com/track/60SdxE8apGAxMiRrpbmLY0
5,"Lucid Dreams","Juice WRLD",1293722,https://open.spotify.com/track/0s3nnoMeVWz3989MkNQiRf
6,"Falling Down - Bonus Track","Lil Peep",1246891,https://open.spotify.com/track/0Dn40gxVCMo5TkgS8Ik18Q
7,"FEFE (feat. Nicki Minaj & Murda Beatz)",6ix9ine,1209460,https://open.spotify.com/track/2E124GmJRnBJuXbTb4cPUB
8,"Wake Up in the Sky","Gucci Mane",1016241,https://open.spotify.com/track/0QIjsbm2fh1cJ45XO9eGqq
9,SAD!,XXXTENTACION,1004578,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
10,"In My Feelings",Drake,984080,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ
11,"Mo Bamba","Sheck Wes",972901,https://open.spotify.com/track/3QybPutx0Tjk472bBKjNWn
12,Nonstop,Drake,971788,https://open.spotify.com/track/0TlLq3lA83rQOYtrqBqSct
13,Better,Khalid,948388,https://open.spotify.com/track/4T3fNx3CgwDRRYgmFCbD4J
14,Moonlight,XXXTENTACION,903684,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
15,Happier,Marshmello,897302,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
16,"Yes Indeed","Lil Baby",884399,https://open.spotify.com/track/6vN77lE9LK6HP2DewaN6HZ
17,"Eastside (with Halsey & Khalid)","benny blanco",848888,https://open.spotify.com/track/0d2iYfpKoM0QCKvcLCkBao
18,"Better Now","Post Malone",834963,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK
19,"Taste (feat. Offset)",Tyga,830312,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy
20,"Drip Too Hard","Lil Baby",782318,https://open.spotify.com/track/1BxkZE73h9BN3qwuA15TA3
21,"I Like It","Cardi B",709201,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z
22,Noticed,"Lil Mosey",701774,https://open.spotify.com/track/7d6XJZjnm7iWcKwYL9z5kC
23,STARGAZING,"Travis Scott",682275,https://open.spotify.com/track/7wBJfHzpfI3032CSD7CE2m
24,"Jocelyn Flores",XXXTENTACION,676791,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
25,"The Ringer",Eminem,658871,https://open.spotify.com/track/2jt2WxXMCD4zjACthkJQVE
26,"BIG BANK (feat. 2 Chainz, Big Sean, Nicki Minaj)",YG,649691,https://open.spotify.com/track/0ZNrc4kNeQYD9koZ3KvCsy
27,"Lean Wit Me","Juice WRLD",647157,https://open.spotify.com/track/29tc0GbW0pTSBZSCZF3NWk
28,Natural,"Imagine Dragons",644978,https://open.spotify.com/track/4zIO3ilp5HvTeK3HJHxhMP
29,breathin,"Ariana Grande",619702,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J
30,"Fuck Love (feat. Trippie Redd)",XXXTENTACION,616682,https://open.spotify.com/track/7AQim7LbvFVZJE3O8TYgf2
31,"Self Care","Mac Miller",613767,https://open.spotify.com/track/5bJ1DrEM4hNCafcDd1oxHx
32,"Girls Like You (feat. Cardi B)","Maroon 5",612105,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8
33,"All Girls Are The Same","Juice WRLD",604449,https://open.spotify.com/track/0XySogm94T51XF5F2jumXm
34,"God is a woman","Ariana Grande",577507,https://open.spotify.com/track/5OCJzvD7sykQEKHH7qAC3C
35,"No Brainer","DJ Khaled",577004,https://open.spotify.com/track/5WvAo7DNuPRmk4APhdPzi8
36,YOSEMITE,"Travis Scott",565288,https://open.spotify.com/track/7lAK3oHbfEnvUQWosrMMpR
37,"Psycho (feat. Ty Dolla $ign)","Post Malone",564426,https://open.spotify.com/track/3swc6WTsr7rl9DqQKQA55C
38,"God's Plan",Drake,558916,https://open.spotify.com/track/6DCZcSspjsKoFjzjrWoCdn
39,changes,XXXTENTACION,553362,https://open.spotify.com/track/7AFASza1mXqntmGtbxXprO
40,Youngblood,"5 Seconds of Summer",550345,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
41,"Be Alright","Dean Lewis",542676,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm
42,"Wasted (feat. Lil Uzi Vert)","Juice WRLD",541492,https://open.spotify.com/track/3obgSF06ki98lYNLNq5vCB
43,"Electricity (with Dua Lipa)","Silk City",535015,https://open.spotify.com/track/5N4erncE7kuUccm7zEmwzk
44,"Promises (with Sam Smith)","Calvin Harris",522548,https://open.spotify.com/track/5N5k9nd479b1xpDZ4usjrg
45,"Leave Me Alone","Flipp Dinero",522347,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g
46,"SLOW DANCING IN THE DARK",Joji,521430,https://open.spotify.com/track/0UyljEbX9dqI1K0sqdv6B6
47,"rockstar (feat. 21 Savage)","Post Malone",514454,https://open.spotify.com/track/0e7ipj03S05BNilyu5bRzt
48,"Drew Barrymore","Bryce Vine",510984,https://open.spotify.com/track/0OgGn1ofaj55l2PcihQQGV
49,"Not Alike (feat. Royce Da 5'9)",Eminem,510332,https://open.spotify.com/track/28FGV3ORH14MYORd7s5dlU
50,"Nice For What",Drake,508278,https://open.spotify.com/track/3CA9pLiwRIGtUBiMjbZmRw
51,Fall,Eminem,497583,https://open.spotify.com/track/58QhkbaAkLFnn7JwAnAato
52,Thunderclouds,Sia,491237,https://open.spotify.com/track/5a8RPWgKSmcGBGcffmIrUi
53,"Taking A Walk","Trippie Redd",489013,https://open.spotify.com/track/4mHgYpuGHu99Mw69E83CP2
54,"Beautiful (feat. Camila Cabello)",Bazzi,488332,https://open.spotify.com/track/4VUwkH455At9kENOfzTqmF
55,"Look Alive (feat. Drake)","BlocBoy JB",475877,https://open.spotify.com/track/4qKcDkK6siZ7Jp1Jb4m0aL
56,"I Fall Apart","Post Malone",449548,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
57,"RAP DEVIL","Machine Gun Kelly",449419,https://open.spotify.com/track/63TyoT9Ee03rQxv8xmdJ2l
58,"Praise The Lord (Da Shine) (feat. Skepta)","A$AP Rocky",446018,https://open.spotify.com/track/7ycWLEP1GsNjVvcjawXz3z
59,"WORKIN ME",Quavo,435790,https://open.spotify.com/track/33tNYw9oMtSkGe27NpgS64
60,"no tears left to cry","Ariana Grande",435026,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo
61,"Everybody Dies In Their Nightmares",XXXTENTACION,426990,https://open.spotify.com/track/3GVkPk8mqxz0itaAriG1L7
62,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",424387,https://open.spotify.com/track/7IBSffWIu7P2MC7kMwy2FM
63,"Love Lies (with Normani)",Khalid,418865,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
