,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
112,Nevermind,"Dennis Lloyd",297350,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
113,Heaven,"Kane Brown",297320,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
114,Lust,"Lil Skies",297308,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
115,X,"Nicky Jam",297037,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
116,"Be Careful","Cardi B",291735,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
117,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",291474,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
118,"ocean eyes","Billie Eilish",290467,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
119,"Life Goes On","Lil Baby",288875,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
120,Havana,"Camila Cabello",287317,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
121,goosebumps,"Travis Scott",286858,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
122,"Young Dumb & Broke",Khalid,286374,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
123,"Marry Me","Thomas Rhett",285146,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
124,"Nowadays (feat. Landon Cube)","Lil Skies",284519,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
125,"I Know You (feat. Yung Pinch)","Lil Skies",279942,https://open.spotify.com/track/5Cg98kiDYtCEHmjcKD0CJD
126,Thunder,"Imagine Dragons",279859,https://open.spotify.com/track/7BrsBU0BAytRDvROM4yCbn
127,Location,Khalid,278549,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
128,"Bodak Yellow","Cardi B",277856,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
129,"You Make It Easy","Jason Aldean",277813,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
130,"In My Blood","Shawn Mendes",271819,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
131,Betrayed,"Lil Xan",268493,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
132,"92 Explorer","Post Malone",267792,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
133,Enemies,Lauv,263302,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
134,"Bank Account","21 Savage",261669,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
135,"Plain Jane","A$AP Ferg",261439,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
136,"Like To Be You feat. Julia Michaels","Shawn Mendes",260087,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
137,"Bounce Out With That","YBN Nahmir",258612,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
138,Esskeetit,"Lil Pump",258367,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
139,"Guatemala - From Swaecation","Rae Sremmurd",255814,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
140,"Ghost Town","Kanye West",253415,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
141,"One Number Away","Luke Combs",252931,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
142,"Say Amen (Saturday Night)","Panic! At The Disco",252765,https://open.spotify.com/track/76vMKwFtdDDCLcM6zXybjB
143,Believer,"Imagine Dragons",252632,https://open.spotify.com/track/5VKSZDsidOFHrtlJb33Syo
144,"Over Now","Post Malone",252117,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
145,"Outside Today","YoungBoy Never Broke Again",250295,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
146,1-800-273-8255,Logic,249001,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
147,"LOVE. FEAT. ZACARI.","Kendrick Lamar",247487,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
148,Revenge,XXXTENTACION,245932,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
149,Somebody,"The Chainsmokers",245788,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
150,"I Like Me Better",Lauv,242916,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
151,"I'm a Mess","Bebe Rexha",240102,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
152,"No Limit",G-Eazy,237556,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
153,IDGAF,"Dua Lipa",237077,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
154,Everyday,Logic,236563,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
155,"Carry On",XXXTENTACION,235895,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
156,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",235877,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
157,"Caught Up In The Country","Rodney Atkins",235274,https://open.spotify.com/track/2BgunkkepMPFpArQj1Dx5s
158,Unforgettable,"French Montana",235110,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
159,"Body Like A Back Road","Sam Hunt",235051,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
160,"Bartier Cardi (feat. 21 Savage)","Cardi B",234848,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
161,1942,G-Eazy,234302,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
162,"New Rules","Dua Lipa",233938,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
163,"Downtown's Dead","Sam Hunt",233664,https://open.spotify.com/track/5eFfsbjSouG8qOpg9ZqDl6
164,"I'd Be Jealous Too","Dustin Lynch",231690,https://open.spotify.com/track/7rdK9NSJIRBZAiXC0vuBS9
165,"BUTTERFLY EFFECT","Travis Scott",230652,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
166,"Shape of You","Ed Sheeran",229023,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
167,"Let You Down",NF,228638,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
168,"I Don't Wanna Do This Anymore",XXXTENTACION,227909,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD
169,Chun-Li,"Nicki Minaj",227894,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
170,"Estamos Bien","Bad Bunny",227038,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn
171,Narcos,Migos,224963,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
172,Silence,Marshmello,224082,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
173,"Never Be the Same","Camila Cabello",223790,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
174,Perfect,"Ed Sheeran",223183,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
175,2002,Anne-Marie,222549,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
176,"Sorry Not Sorry","Demi Lovato",222065,https://open.spotify.com/track/3Du2K5dLzmduCNp6uwuaL0
177,"Zack And Codeine","Post Malone",221985,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
178,"Same Bitches (feat. G-Eazy & YG)","Post Malone",220419,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
179,MotorSport,Migos,220069,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
180,"Black & White","Juice WRLD",219036,https://open.spotify.com/track/2gsTjQouGxmD0z9K5MYpoI
181,"Jump (with Trippie Redd)","Julia Michaels",216067,https://open.spotify.com/track/2OvV4NjEBRE9v8Oo7QeUCq
182,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",215466,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
183,Audio,Sia,214686,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
184,Delicate,"Taylor Swift",213749,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
185,"Creeping (feat. Rich the Kid)","Lil Skies",213047,https://open.spotify.com/track/7ms3VzLTfr7fXNOqA4Mkx9
186,Closer,"The Chainsmokers",212969,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
187,"Dance To This (feat. Ariana Grande)","Troye Sivan",212948,https://open.spotify.com/track/1NbGcdgwRHZ5rbPIT9hdR3
188,"Takin' Shots","Post Malone",212376,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
189,"No Es Justo","J Balvin",211138,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
190,"Drowns The Whiskey (feat. Miranda Lambert)","Jason Aldean",209891,https://open.spotify.com/track/2dwoqUYTy6SOy1dFqcTndC
191,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",209694,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
192,Flames,"David Guetta",207825,https://open.spotify.com/track/33IOhptvC2Qoy2UhjiHXLV
193,"Whatever It Takes","Imagine Dragons",207227,https://open.spotify.com/track/0yt31hMKZMiyIEfiBiLD2N
194,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",204890,https://open.spotify.com/track/4uX8Wh4wxpLne11BhoHs5x
195,"No Role Modelz","J. Cole",204647,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
196,"One Dance",Drake,204182,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
197,"Wanted You (feat. Lil Uzi Vert)",NAV,203300,https://open.spotify.com/track/1Faq8G2y56A8fRv7HsLq25
198,"Life Changes","Thomas Rhett",202988,https://open.spotify.com/track/4Vxu50qVrQcycjRyJQaZLC
199,Redbone,"Childish Gambino",202391,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
200,Africa,Toto,201689,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
