,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
57,"Meant to Be (feat. Florida Georgia Line)","Bebe Rexha",447029,https://open.spotify.com/track/4e4fqjx0Izh4svvTef1z7e
58,"lovely (with Khalid)","Billie Eilish",446880,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
59,"Is There More",Drake,442102,https://open.spotify.com/track/2QoOyCFpDo4NblMLP7vBRT
60,"I Fall Apart","Post Malone",441661,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
61,Mine,Bazzi,433242,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
62,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,430573,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
63,JAPAN,"Famous Dex",425352,https://open.spotify.com/track/5PTG6rrL6EPFD9E2QMI2pl
64,"Millidelphia (feat. Swizz Beatz)","Meek Mill",424810,https://open.spotify.com/track/1dQ84P0W0lOckT02lPEhhP
65,"Solo (feat. Demi Lovato)","Clean Bandit",406667,https://open.spotify.com/track/6kPJZM97LwdG9QIsT7khp6
66,"31 DAYS",Future,406408,https://open.spotify.com/track/7MywASx2OFZngfoORjo1yy
67,"Love Lies (with Normani)",Khalid,401656,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk
68,"Powerglide (feat. Juicy J) - From SR3MM","Rae Sremmurd",399950,https://open.spotify.com/track/1BuZAIO8WZpavWVbbq3Lci
69,"Ratchet Happy Birthday",Drake,399616,https://open.spotify.com/track/16x6tqeSkIjoLEf7SJLlYy
70,"Look At Me!",XXXTENTACION,394565,https://open.spotify.com/track/6eYxmK9fdL4hwLnXG2zY3s
71,"RACKS BLUE",Future,389036,https://open.spotify.com/track/4lc61NBCDzy2srBHDQeTfN
72,Hope,XXXTENTACION,388555,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
73,"Candy Paint","Post Malone",387980,https://open.spotify.com/track/32lItqlMi4LBhb4k0BaSaC
74,"Who Want The Smoke?","Lil Yachty",381522,https://open.spotify.com/track/3LR0t8XqZ1FUj6nj01sXN0
75,OTW,Khalid,377268,https://open.spotify.com/track/6Hgh47WXVKtXN5zGOu0hjI
76,"CUDDLE MY WRIST",Future,376874,https://open.spotify.com/track/5UVNjOSh27encRBqTpBWup
77,Simple,"Florida Georgia Line",373380,https://open.spotify.com/track/4P92FrvmYQSAfOpp4cpFEi
78,"Final Fantasy",Drake,367563,https://open.spotify.com/track/7ijJ5crvsnCvCLJbHpyq3j
79,"High Hopes","Panic! At The Disco",367150,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom
80,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",365557,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
81,"March 14",Drake,363287,https://open.spotify.com/track/40IiSjljbAhrSbdJ3HxSfH
82,"Born To Be Yours",Kygo,360114,https://open.spotify.com/track/0kHyKhJMukHEPfeh8s7rdM
83,"XO TOUR Llif3","Lil Uzi Vert",359291,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
84,"WHEN I THINK ABOUT IT",Future,357485,https://open.spotify.com/track/7JrAZVBsIxO42bLi9HnRYp
85,"The Middle",Zedd,353300,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
86,"Drug Addicts","Lil Pump",352981,https://open.spotify.com/track/6tpHfEM8eaETzlPOARYWfZ
87,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",345400,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
88,Tequila,"Dan + Shay",333254,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
89,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",332104,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
90,Yikes,"Kanye West",328565,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
91,"Playinwitme (feat. Kehlani)",KYLE,327718,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
92,"Freaky Friday (feat. Chris Brown)","Lil Dicky",326209,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
93,KOD,"J. Cole",321161,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
94,"Spoil My Night (feat. Swae Lee)","Post Malone",321119,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
95,Legends,"Juice WRLD",318154,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
96,"Call Out My Name","The Weeknd",315453,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
97,Paranoid,"Post Malone",315087,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
98,"Champion (feat. Travis Scott)",NAV,314361,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
99,Stay,"Post Malone",314031,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
100,Rise,"Jonas Blue",311344,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
101,"Stir Fry",Migos,310365,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
102,"Rich & Sad","Post Malone",309478,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
103,Congratulations,"Post Malone",309416,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
104,NUMB,XXXTENTACION,307511,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
105,"Red Roses (feat. Landon Cube)","Lil Skies",307498,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
106,Body,"Loud Luxury",306450,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
107,Lust,"Lil Skies",304604,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
108,"New Light","John Mayer",303080,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
109,FRIENDS,Marshmello,302126,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
110,HUMBLE.,"Kendrick Lamar",301703,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
111,"Stay Woke (feat. Miguel)","Meek Mill",300983,https://open.spotify.com/track/3X9OVlc4YaL9nowxAVcJex
112,"All The Stars (with SZA)","Kendrick Lamar",297078,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
113,"Lean Wit Me","Juice WRLD",296745,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
114,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",296165,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
115,"Start Again (feat. Logic)",OneRepublic,293233,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
116,TATI,6ix9ine,293126,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
117,"ocean eyes","Billie Eilish",290743,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
118,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",290128,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
119,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",289991,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
120,"Guatemala - From Swaecation","Rae Sremmurd",289385,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
121,Heaven,"Kane Brown",287211,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
122,"Life Goes On","Lil Baby",287143,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
123,"Better Not (feat. Wafia)","Louis The Child",284545,https://open.spotify.com/track/447yWcDPg1ddgcHBLGpJC0
124,"RED LIGHT",Future,283807,https://open.spotify.com/track/3AALcuKu2uN5VChEChnD7v
125,Havana,"Camila Cabello",282369,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
126,Nevermind,"Dennis Lloyd",282092,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
127,"DOH DOH (feat. Young Scooter)",Future,281207,https://open.spotify.com/track/0U06Yqe0nkkJlptlr7O4uO
128,goosebumps,"Travis Scott",280226,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
129,"Be Careful","Cardi B",278926,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
130,Location,Khalid,278677,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
131,"Young Dumb & Broke",Khalid,277876,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
132,Thunder,"Imagine Dragons",277550,https://open.spotify.com/track/7BrsBU0BAytRDvROM4yCbn
133,"Nowadays (feat. Landon Cube)","Lil Skies",277275,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
134,"Dangerous (feat. Jeremih and PnB Rock)","Meek Mill",276812,https://open.spotify.com/track/1lL7Sj9AitQT7YWXs6obEq
135,"I'm a Mess","Bebe Rexha",273944,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
136,"Bodak Yellow","Cardi B",270682,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
137,Reborn,"KIDS SEE GHOSTS",265824,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
138,Esskeetit,"Lil Pump",265116,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
139,"Sin Pijama","Becky G",263457,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
140,"Bank Account","21 Savage",262490,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
141,"92 Explorer","Post Malone",260436,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
142,"I Know You (feat. Yung Pinch)","Lil Skies",257988,https://open.spotify.com/track/5Cg98kiDYtCEHmjcKD0CJD
143,Betrayed,"Lil Xan",256355,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
144,"SOME MORE",Future,253468,https://open.spotify.com/track/5sT2yQrTJbs0aubnGwuuiw
145,"You Make It Easy","Jason Aldean",248768,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
146,"Plain Jane","A$AP Ferg",248266,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
147,"Bounce Out With That","YBN Nahmir",246872,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
148,Believer,"Imagine Dragons",244394,https://open.spotify.com/track/5VKSZDsidOFHrtlJb33Syo
149,X,"Nicky Jam",244282,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
150,"Body Like A Back Road","Sam Hunt",242815,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
151,"HATE THE REAL ME",Future,240847,https://open.spotify.com/track/4pXiV088jJbJzQgU9XcZXQ
152,"Beautiful Crazy","Luke Combs",239859,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
153,Unforgettable,"French Montana",237300,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
154,"In My Blood","Shawn Mendes",236602,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
155,Narcos,Migos,234786,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
156,"Outside Today","YoungBoy Never Broke Again",234786,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
157,"LOVE. FEAT. ZACARI.","Kendrick Lamar",234782,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
158,"Over Now","Post Malone",234617,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
159,1-800-273-8255,Logic,233893,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
160,"Marry Me","Thomas Rhett",232035,https://open.spotify.com/track/0OWZFobGSIW9GrSlQ9C5pc
161,"No Limit",G-Eazy,230820,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
162,1942,G-Eazy,230604,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
163,"BUTTERFLY EFFECT","Travis Scott",229714,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
164,Everyday,Logic,228211,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
165,"Bartier Cardi (feat. 21 Savage)","Cardi B",227491,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
166,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",227443,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
167,"Shape of You","Ed Sheeran",227238,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
168,1am,"Meek Mill",224506,https://open.spotify.com/track/6Rtug7pmJtXarD0fTtRlt0
169,Enemies,Lauv,222825,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
170,Africa,Toto,221976,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
171,Revenge,XXXTENTACION,221953,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
172,Chun-Li,"Nicki Minaj",220741,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
173,"I Like Me Better",Lauv,220057,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
174,"New Rules","Dua Lipa",218718,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
175,"X - Remix","Nicky Jam",217849,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
176,MotorSport,Migos,217629,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
177,"Let You Down",NF,217423,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
178,"Ghost Town","Kanye West",215994,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
179,Closer,"The Chainsmokers",215566,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
180,Somebody,"The Chainsmokers",215169,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
181,IDGAF,"Dua Lipa",214315,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
182,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",214010,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
183,"Carry On",XXXTENTACION,213845,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
184,Silence,Marshmello,213209,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
185,Perfect,"Ed Sheeran",212557,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
186,"If You're Over Me","Years & Years",211937,https://open.spotify.com/track/1oc3jna2ablnfIKLYbKujl
187,"One Number Away","Luke Combs",210760,https://open.spotify.com/track/4gB7HrYHbJVJ5RFOjxmoq4
188,"I Don't Wanna Do This Anymore",XXXTENTACION,209893,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD
189,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",209521,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
190,"Zack And Codeine","Post Malone",209186,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
191,"Same Bitches (feat. G-Eazy & YG)","Post Malone",208052,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
192,"Black & White","Juice WRLD",207801,https://open.spotify.com/track/2gsTjQouGxmD0z9K5MYpoI
193,"Like To Be You feat. Julia Michaels","Shawn Mendes",206864,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
194,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",205308,https://open.spotify.com/track/4uX8Wh4wxpLne11BhoHs5x
195,"Never Be the Same","Camila Cabello",203752,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
196,"I Get The Bag (feat. Migos)","Gucci Mane",203516,https://open.spotify.com/track/1XRgIKC5TPwo7nWGyKqgG0
197,"Estamos Bien","Bad Bunny",201106,https://open.spotify.com/track/7glCSQqV5o6NU88Cn4zPZn
198,"One Dance",Drake,200209,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
199,Redbone,"Childish Gambino",199904,https://open.spotify.com/track/3kxfsdsCpFgN412fpnW85Y
200,Delicate,"Taylor Swift",199165,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
