,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
79,"XO TOUR Llif3","Lil Uzi Vert",363213,https://open.spotify.com/track/7GX5flRQZVHRAGd6B4TmDO
80,"Who Want The Smoke?","Lil Yachty",362873,https://open.spotify.com/track/3LR0t8XqZ1FUj6nj01sXN0
81,Tequila,"Dan + Shay",361873,https://open.spotify.com/track/42fw0rxRO2xbesF6mJfd4Y
82,Rise,"Jonas Blue",360332,https://open.spotify.com/track/3u1S1OmAUhx5DRlLrXqyp3
83,"Shoota (feat. Lil Uzi Vert)","Playboi Carti",357446,https://open.spotify.com/track/2BJSMvOGABRxokHKB0OI8i
84,"Bigger Than You (feat. Drake & Quavo)","2 Chainz",356140,https://open.spotify.com/track/5S1IUPueD0xE0vj4zU3nSf
85,Body,"Loud Luxury",352941,https://open.spotify.com/track/43V1z6QToNNWNldV4FEG6r
86,"Playinwitme (feat. Kehlani)",KYLE,351240,https://open.spotify.com/track/4F1yvJfQ7gJkrcgFJQDjOr
87,"The Middle",Zedd,350492,https://open.spotify.com/track/09IStsImFySgyp0pIQdqAc
88,Legends,"Juice WRLD",347984,https://open.spotify.com/track/1Knctxx9vGZxpZfF66BIEa
89,"Champion (feat. Travis Scott)",NAV,335126,https://open.spotify.com/track/6nO3tr47nr2P7f3hXb8JIo
90,"Call Out My Name","The Weeknd",333552,https://open.spotify.com/track/1gm616Plq4ScqNi7TVkZ5N
91,Yikes,"Kanye West",330462,https://open.spotify.com/track/2r4JRwcbIeuAzWjH4YXlLs
92,Stay,"Post Malone",330365,https://open.spotify.com/track/4H7WNRErSbONkM06blBoGc
93,Paranoid,"Post Malone",328494,https://open.spotify.com/track/3fpVWegR6YOS1Yk5HSMYIq
94,"Spoil My Night (feat. Swae Lee)","Post Malone",327537,https://open.spotify.com/track/5VuxWXbt7XENQCtE9TzpTv
95,KOD,"J. Cole",327208,https://open.spotify.com/track/7yotKA30dwTKNEGomV9ZsI
96,"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock",326233,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH
97,Heaven,"Kane Brown",325168,https://open.spotify.com/track/1HXy5I3HTWq8OvxCn0z7G7
98,"Rich & Sad","Post Malone",324497,https://open.spotify.com/track/2VdT56BGpdqNHUgOe1j5vc
99,NUMB,XXXTENTACION,324083,https://open.spotify.com/track/01TnVDiet1DFTsyWKUKovl
100,Lust,"Lil Skies",320096,https://open.spotify.com/track/7oJrVhiTPZGBXWPwhxjy9S
101,"Red Roses (feat. Landon Cube)","Lil Skies",317979,https://open.spotify.com/track/3ZhTT6yjZwpPph5MIJ53XY
102,"Lean Wit Me","Juice WRLD",314610,https://open.spotify.com/track/3RWM7z6BF8C6z9ypLtxz4M
103,"Freaky Friday (feat. Chris Brown)","Lil Dicky",312249,https://open.spotify.com/track/10Igtw8bSDyyFs7KIsKngZ
104,"I'm a Mess","Bebe Rexha",308080,https://open.spotify.com/track/04ZTP5KsCypmtCmQg5tH9R
105,"New Light","John Mayer",308067,https://open.spotify.com/track/3bH4HzoZZFq8UpZmI2AMgV
106,FRIENDS,Marshmello,305530,https://open.spotify.com/track/08bNPGLD8AhKpnnERrAc6G
107,"ocean eyes","Billie Eilish",304118,https://open.spotify.com/track/7hDVYcQq6MxkdJGweuCtl9
108,Congratulations,"Post Malone",304042,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
109,HUMBLE.,"Kendrick Lamar",303012,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
110,"Roll In Peace (feat. XXXTENTACION)","Kodak Black",300767,https://open.spotify.com/track/40oKW22ZNNkEdZLJTScaQI
111,"Start Again (feat. Logic)",OneRepublic,300562,https://open.spotify.com/track/1Nj2oBISdFDSF8eDuXcALz
112,"Stir Fry",Migos,300067,https://open.spotify.com/track/2UVbBKQOdFAekPTRsnkzcf
113,"All The Stars (with SZA)","Kendrick Lamar",299472,https://open.spotify.com/track/3GCdLUSnKSMJhs4Tj6CV3s
114,"Better Not (feat. Wafia)","Louis The Child",299204,https://open.spotify.com/track/447yWcDPg1ddgcHBLGpJC0
115,Nevermind,"Dennis Lloyd",297520,https://open.spotify.com/track/63SevszngYpZOwf63o61K4
116,TATI,6ix9ine,296794,https://open.spotify.com/track/6kp0inxIexxSiDJfWqq0ZL
117,"PICK IT UP (feat. A$AP Rocky)","Famous Dex",295628,https://open.spotify.com/track/0dSIrRkA4PadGll16TgbnV
118,"Watch (feat. Lil Uzi Vert & Kanye West)","Travis Scott",293236,https://open.spotify.com/track/3DoBTwfr8yi2LN08SBpFkN
119,"Nowadays (feat. Landon Cube)","Lil Skies",292264,https://open.spotify.com/track/2u7mxWSeoqTXndK5e08jMp
120,"Life Goes On","Lil Baby",291117,https://open.spotify.com/track/2bSk87AVkCIIC3Bcligq1z
121,"31 DAYS",Future,289524,https://open.spotify.com/track/7MywASx2OFZngfoORjo1yy
122,"Guatemala - From Swaecation","Rae Sremmurd",283159,https://open.spotify.com/track/0TCnOEVeLQMXOUrpPlM7uY
123,goosebumps,"Travis Scott",281693,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
124,"Young Dumb & Broke",Khalid,279178,https://open.spotify.com/track/5Z3GHaZ6ec9bsiI5BenrbY
125,Location,Khalid,277367,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif
126,Havana,"Camila Cabello",277046,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
127,Enemies,Lauv,271720,https://open.spotify.com/track/3JJYIoJ5FyY9E0DGjr7SXF
128,Thunder,"Imagine Dragons",270663,https://open.spotify.com/track/7BrsBU0BAytRDvROM4yCbn
129,"Be Careful","Cardi B",270599,https://open.spotify.com/track/2Yl4OmDby9iitgNWZPwxkd
130,"92 Explorer","Post Malone",269473,https://open.spotify.com/track/1D2L6MefbXon28PzIk9I3r
131,Reborn,"KIDS SEE GHOSTS",268257,https://open.spotify.com/track/4RVbK6cV0VqWdpCDcx3hiT
132,Betrayed,"Lil Xan",267660,https://open.spotify.com/track/4vaxvNDaLSoD36iZX515ug
133,"I Know You (feat. Yung Pinch)","Lil Skies",267120,https://open.spotify.com/track/5Cg98kiDYtCEHmjcKD0CJD
134,"Sin Pijama","Becky G",267006,https://open.spotify.com/track/2ijef6ni2amuunRoKTlgww
135,Esskeetit,"Lil Pump",265787,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
136,"Bank Account","21 Savage",262542,https://open.spotify.com/track/2fQrGHiQOvpL9UgPvtYy6G
137,"WHEN I THINK ABOUT IT",Future,261757,https://open.spotify.com/track/7JrAZVBsIxO42bLi9HnRYp
138,"Bounce Out With That","YBN Nahmir",256899,https://open.spotify.com/track/2iWEpiPiIPf5D4f2UGBlrZ
139,"Bodak Yellow","Cardi B",256029,https://open.spotify.com/track/6KBYefIoo7KydImq1uUQlL
140,"Stay Woke (feat. Miguel)","Meek Mill",255788,https://open.spotify.com/track/3X9OVlc4YaL9nowxAVcJex
141,Believer,"Imagine Dragons",250270,https://open.spotify.com/track/5VKSZDsidOFHrtlJb33Syo
142,"In My Blood","Shawn Mendes",249119,https://open.spotify.com/track/21YnmkSDhUkmkkni22Svc4
143,"If You're Over Me","Years & Years",248807,https://open.spotify.com/track/1oc3jna2ablnfIKLYbKujl
144,"RACKS BLUE",Future,247349,https://open.spotify.com/track/4lc61NBCDzy2srBHDQeTfN
145,"You Make It Easy","Jason Aldean",247146,https://open.spotify.com/track/6EGAfJaLUFzhS4zRBIEQ2J
146,Lie,NF,245954,https://open.spotify.com/track/07FkzikE6FuHIa8Ma7zJGc
147,"Plain Jane","A$AP Ferg",244471,https://open.spotify.com/track/4dVpf9jZjcORqGTLUaeYj9
148,Everyday,Logic,243666,https://open.spotify.com/track/4EAV2cKiqKP5UPZmY6dejk
149,1-800-273-8255,Logic,242902,https://open.spotify.com/track/5tz69p7tJuGPeMGwNTxYuV
150,"LOVE. FEAT. ZACARI.","Kendrick Lamar",242141,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As
151,"CUDDLE MY WRIST",Future,241371,https://open.spotify.com/track/5UVNjOSh27encRBqTpBWup
152,"I Like Me Better",Lauv,240096,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
153,"New Rules","Dua Lipa",238270,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
154,"Over Now","Post Malone",237931,https://open.spotify.com/track/09IOPhEh1OMe0HD9b36FJk
155,"Like To Be You feat. Julia Michaels","Shawn Mendes",236613,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
156,Narcos,Migos,236275,https://open.spotify.com/track/0wbnC9AUenxp613TYaJsGK
157,"Outside Today","YoungBoy Never Broke Again",236251,https://open.spotify.com/track/5PIfH6BzcmH04RDmtzF0BN
158,Unforgettable,"French Montana",234210,https://open.spotify.com/track/3B54sVLJ402zGa6Xm4YGNe
159,Revenge,XXXTENTACION,233893,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW
160,Connection,OneRepublic,232753,https://open.spotify.com/track/3T4UodGkfZObJ43RtA5KFU
161,"Never Be the Same","Camila Cabello",230493,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
162,IDGAF,"Dua Lipa",230047,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr
163,"Hopeless Romantic (feat. Swae Lee)","Wiz Khalifa",229444,https://open.spotify.com/track/4uX8Wh4wxpLne11BhoHs5x
164,"BUTTERFLY EFFECT","Travis Scott",228689,https://open.spotify.com/track/1yxgsra98r3qAtxqiGZPiX
165,"Let You Down",NF,228353,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL
166,"No Limit",G-Eazy,226520,https://open.spotify.com/track/2DQ1ITjI0YoLFzuADN1ZBW
167,1942,G-Eazy,226236,https://open.spotify.com/track/794QVQtFNy7hvtjQP1keQd
168,"New Freezer (feat. Kendrick Lamar)","Rich The Kid",225499,https://open.spotify.com/track/0eHCArTPhwUxatY7cEXRiK
169,"Carry On",XXXTENTACION,225326,https://open.spotify.com/track/2yZax79pOrYuyIFVW2cZY2
170,X,"Nicky Jam",225061,https://open.spotify.com/track/39N9RPD9MRb5WmoLzNzPeA
171,Somebody,"The Chainsmokers",223958,https://open.spotify.com/track/3pWcj8hxj3fsb9TDAcMpEl
172,"Beautiful Crazy","Luke Combs",223093,https://open.spotify.com/track/2rxQMGVafnNaRaXlRMWPde
173,"Shape of You","Ed Sheeran",223070,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
174,Perfect,"Ed Sheeran",222890,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
175,2002,Anne-Marie,222781,https://open.spotify.com/track/6SFStUDQZNaGPKWOx9ZiJB
176,"I Don't Wanna Do This Anymore",XXXTENTACION,222531,https://open.spotify.com/track/5de9Ho64dovuQI8Uhn5gPD
177,"Ghost Town","Kanye West",221527,https://open.spotify.com/track/6Bg7MznA9X0dIhlAsLyBYj
178,"Black & White","Juice WRLD",221274,https://open.spotify.com/track/2gsTjQouGxmD0z9K5MYpoI
179,"Let Me Down Slowly","Alec Benjamin",220977,https://open.spotify.com/track/2uaiyLKnYvazyfR0Ky3Kbk
180,"Jump (with Trippie Redd)","Julia Michaels",220823,https://open.spotify.com/track/2OvV4NjEBRE9v8Oo7QeUCq
181,"Bartier Cardi (feat. 21 Savage)","Cardi B",220441,https://open.spotify.com/track/0dIoGTQXDh1wVnhIiSyYEa
182,"Body Like A Back Road","Sam Hunt",220356,https://open.spotify.com/track/7mldq42yDuxiUNn08nvzHO
183,Silence,Marshmello,220303,https://open.spotify.com/track/7vGuf3Y35N4wmASOKLUVVU
184,Chun-Li,"Nicki Minaj",220087,https://open.spotify.com/track/2gTYVoQCUh0QNUaFix01ld
185,"The Way Life Goes (feat. Oh Wonder)","Lil Uzi Vert",217262,https://open.spotify.com/track/2eAZfqOm4EnOF9VvN50Tyc
186,Closer,"The Chainsmokers",216845,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
187,"Dangerous (feat. Jeremih and PnB Rock)","Meek Mill",216664,https://open.spotify.com/track/1lL7Sj9AitQT7YWXs6obEq
188,"Zack And Codeine","Post Malone",215955,https://open.spotify.com/track/5lZZmityu9TAjNvSY6GLhR
189,"I Was Jack (You Were Diane)","Jake Owen",215774,https://open.spotify.com/track/0L1ZDS8joLUUwUeqWZsEg6
190,"Sorry Not Sorry","Demi Lovato",215328,https://open.spotify.com/track/3m660poUr1chesgkkjQM7P
191,Delicate,"Taylor Swift",213445,https://open.spotify.com/track/6NFyWDv5CjfwuzoCkw47Xf
192,"Same Bitches (feat. G-Eazy & YG)","Post Malone",212640,https://open.spotify.com/track/688QpQAwqsLdBR6lr13wK1
193,MotorSport,Migos,212081,https://open.spotify.com/track/4wFjTWCunQFKtukqrNijEt
194,"No Es Justo","J Balvin",210396,https://open.spotify.com/track/5qFeMRz4TvetPmzjre9Dq7
195,Africa,Toto,207685,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
196,"Eyes On You","Chase Rice",207445,https://open.spotify.com/track/5AnSllIrgGsCZzZJkVnApx
197,"X - Remix","Nicky Jam",204213,https://open.spotify.com/track/6JjPBQfI2Y8nIjnm65X6Pw
198,"Takin' Shots","Post Malone",203060,https://open.spotify.com/track/5ffntNJnJOeFv7b7DCd0Bw
199,"Too Good At Goodbyes","Sam Smith",202919,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
200,"Whatever It Takes","Imagine Dragons",202054,https://open.spotify.com/track/0yt31hMKZMiyIEfiBiLD2N
